i,j,geom_id,year,cell_percent_of_total_agents,percent_of_agent_type,agent_type,likelyhood
1,0,pQHl,2011,0.019565108255533956,0.39388162866585147,C,0.007706336704713411
1,0,pQHl,2011,0.019565108255533956,0.3337143452439843,B,0.006529157291123186
1,0,pQHl,2011,0.019565108255533956,0.27240402609016423,A,0.005329614259697359
3,1,RH3I,2011,0.02110666982884425,0.44290458983678593,C,0.009348240943364727
3,1,RH3I,2011,0.02110666982884425,0.3759334483082999,B,0.007934703171062173
3,1,RH3I,2011,0.02110666982884425,0.18116196185491418,A,0.0038237257144173504
5,2,58bI,2011,0.024183734058556835,0.49499100851323885,C,0.01197073091126101
5,2,58bI,2011,0.024183734058556835,0.40264831018654,B,0.009737539652678585
5,2,58bI,2011,0.024183734058556835,0.10236068130022113,A,0.0024754634946172398
0,5,FpRa,2011,0.012747095614902166,0.49035985630858503,C,0.00625066397407522
0,5,FpRa,2011,0.012747095614902166,0.43028376348924313,B,0.005484868274737331
0,5,FpRa,2011,0.012747095614902166,0.07935638020217184,A,0.0010115633660896137
6,3,2BL6,2011,0.023090532336439536,0.5670967832186902,C,0.013094566610802006
6,3,2BL6,2011,0.023090532336439536,0.3679468234606136,B,0.008496088025207507
6,3,2BL6,2011,0.023090532336439536,0.06495639332069625,A,0.0014998777004300219
5,5,AeMe,2011,0.017009976439468822,0.5125642611563678,C,0.00871870600598356
5,5,AeMe,2011,0.017009976439468822,0.4297030218898533,B,0.0073092382783149605
5,5,AeMe,2011,0.017009976439468822,0.057732716953778906,A,9.820321551703014e-4
0,2,Gke1,2011,0.029965671907918313,0.41357811919602494,C,0.012393146228122017
0,2,Gke1,2011,0.029965671907918313,0.3714290164079487,B,0.011130120042761397
0,2,Gke1,2011,0.029965671907918313,0.21499286439602638,A,0.006442405637034899
1,3,vl2G,2011,0.025729623429658573,0.4870065005920758,C,0.012530493868029905
1,3,vl2G,2011,0.025729623429658573,0.39227888121892845,B,0.010093187893170794
1,3,vl2G,2011,0.025729623429658573,0.12071461818899576,A,0.003105941668457874
4,5,Cmz5,2011,0.016730400702141913,0.5531073056761809,C,0.0092537068552446
4,5,Cmz5,2011,0.016730400702141913,0.3979627938091025,B,0.006658077004970166
4,5,Cmz5,2011,0.016730400702141913,0.04892990051471657,A,8.186168419271481e-4
5,3,lNBz,2011,0.028461329395614382,0.45394634536348155,C,0.012919916463325376
5,3,lNBz,2011,0.028461329395614382,0.41001075401923814,B,0.011669451125885761
5,3,lNBz,2011,0.028461329395614382,0.1360429006172803,A,0.003871961806403246
6,4,Dcwn,2011,0.012209583129205538,0.4787591271963943,C,0.005845449362370264
6,4,Dcwn,2011,0.012209583129205538,0.44005964360476285,B,0.005372944800400914
6,4,Dcwn,2011,0.012209583129205538,0.08118122919884285,A,9.911889664343597e-4
3,2,yIPm,2011,0.021305748527250413,0.4394120919810981,C,0.009362003531582303
3,2,yIPm,2011,0.021305748527250413,0.39032407565196503,B,0.008316146599972233
3,2,yIPm,2011,0.021305748527250413,0.17026383236693687,A,0.0036275983956958763
2,1,xDEU,2011,0.011413268335580902,0.46133826415999135,C,0.0052653774023290875
2,1,xDEU,2011,0.011413268335580902,0.3860962773175871,B,0.00440662041639448
2,1,xDEU,2011,0.011413268335580902,0.15256545852242154,A,0.0017412705168573352
2,3,s6ny,2011,0.01686715911235136,0.5184883958437219,C,0.008745426270603873
2,3,s6ny,2011,0.01686715911235136,0.39364674215759743,B,0.006639702234030946
2,3,s6ny,2011,0.01686715911235136,0.08786486199868071,A,0.001482030607716542
3,5,Yjp3,2011,0.02051549265053379,0.5254021276423213,C,0.010778883488220859
3,5,Yjp3,2011,0.02051549265053379,0.42316790087307465,B,0.008681497960303375
3,5,Yjp3,2011,0.02051549265053379,0.05142997148460404,A,0.0010551112020095565
0,4,kAVI,2011,0.0287755275152728,0.5551088482649946,C,0.015973549937220746
0,4,kAVI,2011,0.0287755275152728,0.38495984534314887,B,0.011077422621946942
0,4,kAVI,2011,0.0287755275152728,0.05993130639185651,A,0.0017245549561051116
0,3,9L8b,2011,0.029644549311793594,0.5103856069728561,C,0.015130151293936536
0,3,9L8b,2011,0.029644549311793594,0.40315698112830367,B,0.011951407007451837
0,3,9L8b,2011,0.029644549311793594,0.08645741189884026,A,0.0025629910104052202
4,3,zYFB,2011,0.036931695233017287,0.5466309800983347,C,0.020188008761917235
4,3,zYFB,2011,0.036931695233017287,0.408166285726717,B,0.015074272868851765
4,3,zYFB,2011,0.036931695233017287,0.045202734174948356,A,0.0016694136022482877
6,1,cEGw,2011,0.01969580774883539,0.5076541881798886,C,0.009998659293282188
6,1,cEGw,2011,0.01969580774883539,0.4034016634629719,B,0.007945321609127087
6,1,cEGw,2011,0.01969580774883539,0.08894414835713949,A,0.0017518268464261123
4,0,UK68,2011,0.02239202577290141,0.4127210925671045,C,0.009241661341782632
4,0,UK68,2011,0.02239202577290141,0.3930406403991999,B,0.008800976149616559
4,0,UK68,2011,0.02239202577290141,0.19423826703369562,A,0.004349388281502218
0,0,n0av,2011,0.011033287689492625,0.3607503631414708,C,0.003980262540628784
0,0,n0av,2011,0.011033287689492625,0.34757108317612895,B,0.003834851753230801
0,0,n0av,2011,0.011033287689492625,0.29167855368240025,A,0.0032181733956330406
0,1,PufH,2011,0.038227437891773894,0.4633488261835873,C,0.01771263847515942
0,1,PufH,2011,0.038227437891773894,0.41867791262058174,B,0.016004983901360827
0,1,PufH,2011,0.038227437891773894,0.11797326119583096,A,0.004509815515253647
2,2,pQHn,2011,0.02551669577831981,0.5215672039939717,C,0.013308671672263045
2,2,pQHn,2011,0.02551669577831981,0.40836121317778207,B,0.010420028844323068
2,2,pQHn,2011,0.02551669577831981,0.07007158282824621,A,0.0017879952617336971
5,1,HZ1I,2011,0.022886260280683652,0.5236762769646037,C,0.011984991577431301
5,1,HZ1I,2011,0.022886260280683652,0.3727460642252567,B,0.00853076344445965
5,1,HZ1I,2011,0.022886260280683652,0.10357765881013958,A,0.0023705052587927006
5,0,bq47,2011,0.018535092381171656,0.40510522274245675,C,0.007508662727626557
5,0,bq47,2011,0.018535092381171656,0.3942506021157026,B,0.007307471331547097
5,0,bq47,2011,0.018535092381171656,0.20064417514184063,A,0.0037189583219980017
3,3,31yf,2011,0.028437093727982327,0.49992033773638656,C,0.014216281500734205
3,3,31yf,2011,0.028437093727982327,0.43017594491079536,B,0.01223295366495165
3,3,31yf,2011,0.028437093727982327,0.06990371735281808,A,0.0019878585622964727
5,4,miYX,2011,0.02446157867676717,0.5490632883701281,C,0.01343095482699039
5,4,miYX,2011,0.02446157867676717,0.41137634698030123,B,0.010062914877419709
5,4,miYX,2011,0.02446157867676717,0.03956036464957069,A,9.677089723570722e-4
1,4,OyoP,2011,0.017988924299892153,0.5336530649085744,C,0.00959984458704578
1,4,OyoP,2011,0.017988924299892153,0.42212414198832127,B,0.007593559235384838
1,4,OyoP,2011,0.017988924299892153,0.044222793103104285,A,7.955204774615358e-4
3,0,UK6e,2011,0.0225815833161664,0.45579497742274294,C,0.010292572257761853
3,0,UK6e,2011,0.0225815833161664,0.38883555686680943,B,0.008780522523675815
3,0,UK6e,2011,0.0225815833161664,0.15536946571044763,A,0.003508488534728732
1,1,VM74,2011,0.016094214426800493,0.5212666273164389,C,0.008389376873565868
1,1,VM74,2011,0.016094214426800493,0.39935556983198006,B,0.006427314173412985
1,1,VM74,2011,0.016094214426800493,0.07937780285158103,A,0.0012775233798216407
4,2,EwkK,2011,0.013387609688035025,0.5563523827592715,C,0.007448228549389393
4,2,EwkK,2011,0.013387609688035025,0.3902592968816855,B,0.005224639143778989
4,2,EwkK,2011,0.013387609688035025,0.05338832035904306,A,7.147419948666425e-4
3,4,58bi,2011,0.020903263332646655,0.6323396511541822,C,0.013217962243749794
3,4,58bi,2011,0.020903263332646655,0.348252142568676,B,0.00727960624227144
3,4,58bi,2011,0.020903263332646655,0.019408206277141793,A,4.0569484662542066e-4
1,2,uhUk,2011,0.017534505531791138,0.5551404527710564,C,0.009734113340035126
1,2,uhUk,2011,0.017534505531791138,0.38866156711779065,B,0.006814988398621513
1,2,uhUk,2011,0.017534505531791138,0.056197980111152956,A,9.854037931344998e-4
4,1,L5gO,2011,0.02267073595067003,0.525031176651257,C,0.01190284317173024
4,1,L5gO,2011,0.02267073595067003,0.3958130027189627,B,0.008973372070483442
4,1,L5gO,2011,0.02267073595067003,0.07915582062978033,A,0.0017945207084563493
4,4,AeM0,2011,0.02905337213348313,0.5528604422610299,C,0.01606246016689177
4,4,AeM0,2011,0.02905337213348313,0.40155706006703784,B,0.01166658669895509
4,4,AeM0,2011,0.02905337213348313,0.04558249767193223,A,0.0013243252676362757
2,4,gbTT,2011,0.0227780653358977,0.5208119279834746,C,0.011863088123322433
2,4,gbTT,2011,0.0227780653358977,0.4318738852918922,B,0.009837251576046709
2,4,gbTT,2011,0.0227780653358977,0.04731418672463317,A,0.0010777256365285578
6,5,gzuH,2011,0.012816340379565177,0.5020024975629945,C,0.006433834880159176
6,5,gzuH,2011,0.012816340379565177,0.44322972643316805,B,0.0056805830403090386
6,5,gzuH,2011,0.012816340379565177,0.05476777600383742,A,7.019224590969623e-4
3,6,USIL,2011,0.021374993291913422,0.4454109878327799,C,0.009520656877070202
3,6,USIL,2011,0.021374993291913422,0.42301202353740075,B,0.009041879165510663
3,6,USIL,2011,0.021374993291913422,0.13157698862981937,A,0.0028124572493325576
6,6,EdJh,2011,0.051588215233502,0.5307600514043171,C,0.0273809637691905
6,6,EdJh,2011,0.051588215233502,0.4222869590227464,B,0.02178503053236648
6,6,EdJh,2011,0.051588215233502,0.04695298957293648,A,0.002422220931945022
