mun,zip,prov,year,geom_id,property_type,property_status,contract_type,property_avg_price
ABBADIA CERRETO,NA,LO,2011,RTle,Abitazioni_civili,NORMALE,rents,2.8291114121866756
ABBADIA CERRETO,NA,LO,2011,RTle,Abitazioni_civili,NORMALE,sales,896.9477904496891
ABBADIA CERRETO,NA,LO,2011,RTle,Abitazioni_di_tipo_economico,NORMALE,rents,2.6935158608151726
ABBADIA CERRETO,NA,LO,2011,RTle,Abitazioni_di_tipo_economico,NORMALE,sales,923.3789652037932
ABBADIA CERRETO,NA,LO,2011,RTle,Box,NORMALE,rents,2.7815432304372774
ABBADIA CERRETO,NA,LO,2011,RTle,Box,NORMALE,sales,678.0355723687542
ABBADIA CERRETO,NA,LO,2011,RTle,Capannoni_industriali,NORMALE,rents,2.416325091413449
ABBADIA CERRETO,NA,LO,2011,RTle,Capannoni_industriali,NORMALE,sales,441.5812728533622
ABBADIA CERRETO,NA,LO,2011,RTle,Capannoni_tipici,NORMALE,rents,2.2888018819245213
ABBADIA CERRETO,NA,LO,2011,RTle,Capannoni_tipici,NORMALE,sales,450
ABBADIA CERRETO,NA,LO,2011,RTle,Laboratori,NORMALE,rents,3.112817433344926
ABBADIA CERRETO,NA,LO,2011,RTle,Laboratori,NORMALE,sales,526.2817433344926
ABBADIA CERRETO,NA,LO,2011,RTle,Magazzini,NORMALE,rents,2.2500000000000004
ABBADIA CERRETO,NA,LO,2011,RTle,Magazzini,NORMALE,sales,400
ABBADIA CERRETO,NA,LO,2011,RTle,Negozi,NORMALE,rents,5.388801881924521
ABBADIA CERRETO,NA,LO,2011,RTle,Negozi,NORMALE,sales,1034.7004704811302
ABBADIA CERRETO,NA,LO,2011,RTle,Uffici,NORMALE,rents,4.252995295188696
ABBADIA CERRETO,NA,LO,2011,RTle,Uffici,NORMALE,sales,990.2995295188697
ABBADIA CERRETO,NA,LO,2011,RTle,Ville_e_Villini,NORMALE,rents,3.2581222685266664
ABBADIA CERRETO,NA,LO,2011,RTle,Ville_e_Villini,NORMALE,sales,1073.4620752255942
ABBADIA CERRETO,NA,LO,2015,RTle,Abitazioni_civili,NORMALE,rents,2.6164426338880573
ABBADIA CERRETO,NA,LO,2015,RTle,Abitazioni_civili,NORMALE,sales,696.1912490046044
ABBADIA CERRETO,NA,LO,2015,RTle,Abitazioni_di_tipo_economico,NORMALE,rents,2.5999999999999996
ABBADIA CERRETO,NA,LO,2015,RTle,Abitazioni_di_tipo_economico,NORMALE,sales,765
ABBADIA CERRETO,NA,LO,2015,RTle,Box,NORMALE,rents,2.774399291984909
ABBADIA CERRETO,NA,LO,2015,RTle,Box,NORMALE,sales,562.95980529585
ABBADIA CERRETO,NA,LO,2015,RTle,Capannoni_industriali,NORMALE,rents,2.2692005310113186
ABBADIA CERRETO,NA,LO,2015,RTle,Capannoni_industriali,NORMALE,sales,407.8800796516978
ABBADIA CERRETO,NA,LO,2015,RTle,Capannoni_tipici,NORMALE,rents,2.3
ABBADIA CERRETO,NA,LO,2015,RTle,Capannoni_tipici,NORMALE,sales,429.67999114981137
ABBADIA CERRETO,NA,LO,2015,RTle,Laboratori,NORMALE,rents,3.082000885018864
ABBADIA CERRETO,NA,LO,2015,RTle,Laboratori,NORMALE,sales,507.2400619513205
ABBADIA CERRETO,NA,LO,2015,RTle,Magazzini,NORMALE,rents,1.5000000000000002
ABBADIA CERRETO,NA,LO,2015,RTle,Magazzini,NORMALE,sales,356.85998229962274
ABBADIA CERRETO,NA,LO,2015,RTle,Negozi,NORMALE,rents,3.7
ABBADIA CERRETO,NA,LO,2015,RTle,Negozi,NORMALE,sales,949.3599822996227
ABBADIA CERRETO,NA,LO,2015,RTle,Uffici,NORMALE,rents,3.4500000000000006
ABBADIA CERRETO,NA,LO,2015,RTle,Uffici,NORMALE,sales,954.3599822996229
ABBADIA CERRETO,NA,LO,2015,RTle,Ville_e_Villini,NORMALE,rents,3.3128003540075457
ABBADIA CERRETO,NA,LO,2015,RTle,Ville_e_Villini,NORMALE,sales,896.4001770037729
ABBADIA CERRETO,NA,LO,2019,RTle,Abitazioni_civili,NORMALE,rents,2.884128514185041
ABBADIA CERRETO,NA,LO,2019,RTle,Abitazioni_civili,NORMALE,sales,856.529226392375
ABBADIA CERRETO,NA,LO,2019,RTle,Abitazioni_di_tipo_economico,NORMALE,rents,2.898973649893803
ABBADIA CERRETO,NA,LO,2019,RTle,Abitazioni_di_tipo_economico,NORMALE,sales,908.7331489723888
ABBADIA CERRETO,NA,LO,2019,RTle,Box,NORMALE,rents,3.0154484075003065
ABBADIA CERRETO,NA,LO,2019,RTle,Box,NORMALE,sales,659.3752395325466
ABBADIA CERRETO,NA,LO,2019,RTle,Capannoni_industriali,NORMALE,rents,2.277364579281188
ABBADIA CERRETO,NA,LO,2019,RTle,Capannoni_industriali,NORMALE,sales,419.5607632135314
ABBADIA CERRETO,NA,LO,2019,RTle,Capannoni_tipici,NORMALE,rents,2.3
ABBADIA CERRETO,NA,LO,2019,RTle,Capannoni_tipici,NORMALE,sales,442.04392367864693
ABBADIA CERRETO,NA,LO,2019,RTle,Laboratori,NORMALE,rents,3.095607632135314
ABBADIA CERRETO,NA,LO,2019,RTle,Laboratori,NORMALE,sales,523.6486105708251
ABBADIA CERRETO,NA,LO,2019,RTle,Magazzini,NORMALE,rents,1.9500000000000002
ABBADIA CERRETO,NA,LO,2019,RTle,Magazzini,NORMALE,sales,363.63177103594063
ABBADIA CERRETO,NA,LO,2019,RTle,Negozi,NORMALE,rents,4.750000000000001
ABBADIA CERRETO,NA,LO,2019,RTle,Negozi,NORMALE,sales,949.0878473572938
ABBADIA CERRETO,NA,LO,2019,RTle,Uffici,NORMALE,rents,3.8500000000000005
ABBADIA CERRETO,NA,LO,2019,RTle,Uffici,NORMALE,sales,1034.0878473572939
ABBADIA CERRETO,NA,LO,2019,RTle,Ville_e_Villini,NORMALE,rents,3.5675925773627957
ABBADIA CERRETO,NA,LO,2019,RTle,Ville_e_Villini,NORMALE,sales,1082.8533035906682
ABBADIA CERRETO,NA,LO,2020,RTle,Abitazioni_civili,NORMALE,rents,2.9444421462674306
ABBADIA CERRETO,NA,LO,2020,RTle,Abitazioni_civili,NORMALE,sales,850.5678785026863
ABBADIA CERRETO,NA,LO,2020,RTle,Abitazioni_di_tipo_economico,NORMALE,rents,2.9989931123043947
ABBADIA CERRETO,NA,LO,2020,RTle,Abitazioni_di_tipo_economico,NORMALE,sales,908.7382091991425
ABBADIA CERRETO,NA,LO,2020,RTle,Box,NORMALE,rents,3.111320399365464
ABBADIA CERRETO,NA,LO,2020,RTle,Box,NORMALE,sales,659.3770280946127
ABBADIA CERRETO,NA,LO,2020,RTle,Capannoni_industriali,NORMALE,rents,2.2773715650689823
ABBADIA CERRETO,NA,LO,2020,RTle,Capannoni_industriali,NORMALE,sales,414.561927511497
ABBADIA CERRETO,NA,LO,2020,RTle,Capannoni_tipici,NORMALE,rents,2.3
ABBADIA CERRETO,NA,LO,2020,RTle,Capannoni_tipici,NORMALE,sales,437.04380724885027
ABBADIA CERRETO,NA,LO,2020,RTle,Laboratori,NORMALE,rents,3.09561927511497
ABBADIA CERRETO,NA,LO,2020,RTle,Laboratori,NORMALE,sales,516.1495420091976
ABBADIA CERRETO,NA,LO,2020,RTle,Magazzini,NORMALE,rents,1.9500000000000002
ABBADIA CERRETO,NA,LO,2020,RTle,Magazzini,NORMALE,sales,358.63142174655087
ABBADIA CERRETO,NA,LO,2020,RTle,Negozi,NORMALE,rents,4.8
ABBADIA CERRETO,NA,LO,2020,RTle,Negozi,NORMALE,sales,944.0876144977007
ABBADIA CERRETO,NA,LO,2020,RTle,Uffici,NORMALE,rents,3.85
ABBADIA CERRETO,NA,LO,2020,RTle,Uffici,NORMALE,sales,1039.0876144977005
ABBADIA CERRETO,NA,LO,2020,RTle,Ville_e_Villini,NORMALE,rents,3.667606685342938
ABBADIA CERRETO,NA,LO,2020,RTle,Ville_e_Villini,NORMALE,sales,1110.189645998762
ABBADIA CERRETO,NA,LO,2021,RTle,Abitazioni_civili,NORMALE,rents,2.9444347739262495
ABBADIA CERRETO,NA,LO,2021,RTle,Abitazioni_civili,NORMALE,sales,827.5765268102759
ABBADIA CERRETO,NA,LO,2021,RTle,Abitazioni_di_tipo_economico,NORMALE,rents,2.9989952530980477
ABBADIA CERRETO,NA,LO,2021,RTle,Abitazioni_di_tipo_economico,NORMALE,sales,901.7186708674533
ABBADIA CERRETO,NA,LO,2021,RTle,Box,NORMALE,rents,3.1113213738270904
ABBADIA CERRETO,NA,LO,2021,RTle,Box,NORMALE,sales,649.5840621982036
ABBADIA CERRETO,NA,LO,2021,RTle,Capannoni_industriali,NORMALE,rents,2.2773722163942844
ABBADIA CERRETO,NA,LO,2021,RTle,Capannoni_industriali,NORMALE,sales,414.56203606571404
ABBADIA CERRETO,NA,LO,2021,RTle,Capannoni_tipici,NORMALE,rents,2.3
ABBADIA CERRETO,NA,LO,2021,RTle,Capannoni_tipici,NORMALE,sales,437.04379639342864
ABBADIA CERRETO,NA,LO,2021,RTle,Laboratori,NORMALE,rents,3.0956203606571404
ABBADIA CERRETO,NA,LO,2021,RTle,Laboratori,NORMALE,sales,516.1496288525713
ABBADIA CERRETO,NA,LO,2021,RTle,Magazzini,NORMALE,rents,1.9500000000000004
ABBADIA CERRETO,NA,LO,2021,RTle,Magazzini,NORMALE,sales,346.5875927868572
ABBADIA CERRETO,NA,LO,2021,RTle,Negozi,NORMALE,rents,4.7
ABBADIA CERRETO,NA,LO,2021,RTle,Negozi,NORMALE,sales,929.0875927868573
ABBADIA CERRETO,NA,LO,2021,RTle,Uffici,NORMALE,rents,3.85
ABBADIA CERRETO,NA,LO,2021,RTle,Uffici,NORMALE,sales,1029.0875927868574
ABBADIA CERRETO,NA,LO,2021,RTle,Ville_e_Villini,NORMALE,rents,3.667608244780841
ABBADIA CERRETO,NA,LO,2021,RTle,Ville_e_Villini,NORMALE,sales,1105.1903102607691
ABBADIA CERRETO,NA,LO,2022,RTle,Abitazioni_civili,NORMALE,rents,3.006185044889216
ABBADIA CERRETO,NA,LO,2022,RTle,Abitazioni_civili,NORMALE,sales,825.0792657123415
ABBADIA CERRETO,NA,LO,2022,RTle,Abitazioni_di_tipo_economico,NORMALE,rents,3.0987089980172176
ABBADIA CERRETO,NA,LO,2022,RTle,Abitazioni_di_tipo_economico,NORMALE,sales,894.6220045625681
ABBADIA CERRETO,NA,LO,2022,RTle,Box,NORMALE,rents,3.207424248741817
ABBADIA CERRETO,NA,LO,2022,RTle,Box,NORMALE,sales,639.8426078789867
ABBADIA CERRETO,NA,LO,2022,RTle,Capannoni_industriali,NORMALE,rents,2.1773644700945503
ABBADIA CERRETO,NA,LO,2022,RTle,Capannoni_industriali,NORMALE,sales,389.1046705141826
ABBADIA CERRETO,NA,LO,2022,RTle,Capannoni_tipici,NORMALE,rents,2.2000000000000006
ABBADIA CERRETO,NA,LO,2022,RTle,Capannoni_tipici,NORMALE,sales,409.5439254984242
ABBADIA CERRETO,NA,LO,2022,RTle,Laboratori,NORMALE,rents,2.945607450157584
ABBADIA CERRETO,NA,LO,2022,RTle,Laboratori,NORMALE,sales,483.64859601260673
ABBADIA CERRETO,NA,LO,2022,RTle,Magazzini,NORMALE,rents,1.9500000000000004
ABBADIA CERRETO,NA,LO,2022,RTle,Magazzini,NORMALE,sales,332.0439254984242
ABBADIA CERRETO,NA,LO,2022,RTle,Negozi,NORMALE,rents,4.65
ABBADIA CERRETO,NA,LO,2022,RTle,Negozi,NORMALE,sales,915
ABBADIA CERRETO,NA,LO,2022,RTle,Uffici,NORMALE,rents,3.7500000000000004
ABBADIA CERRETO,NA,LO,2022,RTle,Uffici,NORMALE,sales,1024.0878509968484
ABBADIA CERRETO,NA,LO,2022,RTle,Ville_e_Villini,NORMALE,rents,3.767811850871833
ABBADIA CERRETO,NA,LO,2022,RTle,Ville_e_Villini,NORMALE,sales,1100.276267549943
ABBADIA LARIANA,NA,LC,2011,hs9B,Abitazioni_civili,NORMALE,rents,7.163203214916559
ABBADIA LARIANA,NA,LC,2011,hs9B,Abitazioni_civili,NORMALE,sales,1839.3483271852122
ABBADIA LARIANA,NA,LC,2011,hs9B,Abitazioni_civili,OTTIMO,rents,9.3
ABBADIA LARIANA,NA,LC,2011,hs9B,Abitazioni_civili,OTTIMO,sales,2325
ABBADIA LARIANA,NA,LC,2011,hs9B,Abitazioni_di_tipo_economico,NORMALE,rents,5.251251028980706
ABBADIA LARIANA,NA,LC,2011,hs9B,Abitazioni_di_tipo_economico,NORMALE,sales,1377.7029102198685
ABBADIA LARIANA,NA,LC,2011,hs9B,Box,NORMALE,rents,5.867528686807846
ABBADIA LARIANA,NA,LC,2011,hs9B,Box,NORMALE,sales,1591.4615789904967
ABBADIA LARIANA,NA,LC,2011,hs9B,Capannoni_industriali,NORMALE,sales,724.5578862858505
ABBADIA LARIANA,NA,LC,2011,hs9B,Laboratori,NORMALE,sales,682.5553802338815
ABBADIA LARIANA,NA,LC,2011,hs9B,Magazzini,NORMALE,sales,685.3029065076772
ABBADIA LARIANA,NA,LC,2011,hs9B,Negozi,NORMALE,rents,8.498317629154142
ABBADIA LARIANA,NA,LC,2011,hs9B,Negozi,NORMALE,sales,1778.591928267902
ABBADIA LARIANA,NA,LC,2011,hs9B,Negozi,OTTIMO,rents,9.05
ABBADIA LARIANA,NA,LC,2011,hs9B,Negozi,OTTIMO,sales,2204.82826582405
ABBADIA LARIANA,NA,LC,2011,hs9B,Uffici,NORMALE,rents,6.831378527188645
ABBADIA LARIANA,NA,LC,2011,hs9B,Uffici,NORMALE,sales,1686.992609223897
ABBADIA LARIANA,NA,LC,2011,hs9B,Uffici,OTTIMO,rents,7.2
ABBADIA LARIANA,NA,LC,2011,hs9B,Uffici,OTTIMO,sales,1775
ABBADIA LARIANA,NA,LC,2011,hs9B,Ville_e_Villini,NORMALE,rents,7.9980421490471265
ABBADIA LARIANA,NA,LC,2011,hs9B,Ville_e_Villini,NORMALE,sales,2133.5816864223316
ABBADIA LARIANA,NA,LC,2015,hs9B,Abitazioni_civili,NORMALE,rents,5.661252745651035
ABBADIA LARIANA,NA,LC,2015,hs9B,Abitazioni_civili,NORMALE,sales,1307.4234914948672
ABBADIA LARIANA,NA,LC,2015,hs9B,Abitazioni_civili,OTTIMO,rents,7.96819730195846
ABBADIA LARIANA,NA,LC,2015,hs9B,Abitazioni_civili,OTTIMO,sales,1943.1973019584605
ABBADIA LARIANA,NA,LC,2015,hs9B,Abitazioni_di_tipo_economico,NORMALE,rents,3.952492762763365
ABBADIA LARIANA,NA,LC,2015,hs9B,Abitazioni_di_tipo_economico,NORMALE,sales,972.0646350625112
ABBADIA LARIANA,NA,LC,2015,hs9B,Box,NORMALE,rents,4.4227797701358815
ABBADIA LARIANA,NA,LC,2015,hs9B,Box,NORMALE,sales,1045.338811835326
ABBADIA LARIANA,NA,LC,2015,hs9B,Capannoni_industriali,NORMALE,sales,655.7740606858127
ABBADIA LARIANA,NA,LC,2015,hs9B,Laboratori,NORMALE,sales,655.7740606858127
ABBADIA LARIANA,NA,LC,2015,hs9B,Magazzini,NORMALE,sales,615.364966309601
ABBADIA LARIANA,NA,LC,2015,hs9B,Negozi,NORMALE,rents,7.3049358976807515
ABBADIA LARIANA,NA,LC,2015,hs9B,Negozi,NORMALE,sales,1450.200022395321
ABBADIA LARIANA,NA,LC,2015,hs9B,Negozi,OTTIMO,rents,7.5
ABBADIA LARIANA,NA,LC,2015,hs9B,Negozi,OTTIMO,sales,1811.3790538697986
ABBADIA LARIANA,NA,LC,2015,hs9B,Uffici,NORMALE,rents,6.0474383633243525
ABBADIA LARIANA,NA,LC,2015,hs9B,Uffici,NORMALE,sales,1447.3580629489554
ABBADIA LARIANA,NA,LC,2015,hs9B,Uffici,OTTIMO,rents,5.95
ABBADIA LARIANA,NA,LC,2015,hs9B,Uffici,OTTIMO,sales,1575
ABBADIA LARIANA,NA,LC,2015,hs9B,Ville_e_Villini,NORMALE,rents,6.307520263263363
ABBADIA LARIANA,NA,LC,2015,hs9B,Ville_e_Villini,NORMALE,sales,1412.0790104371993
ABBADIA LARIANA,NA,LC,2019,hs9B,Abitazioni_civili,NORMALE,rents,5.088238337784983
ABBADIA LARIANA,NA,LC,2019,hs9B,Abitazioni_civili,NORMALE,sales,1268.6922119413862
ABBADIA LARIANA,NA,LC,2019,hs9B,Abitazioni_civili,OTTIMO,rents,7.944978758066566
ABBADIA LARIANA,NA,LC,2019,hs9B,Abitazioni_civili,OTTIMO,sales,1902.1835171374812
ABBADIA LARIANA,NA,LC,2019,hs9B,Abitazioni_di_tipo_economico,NORMALE,rents,3.795753083809126
ABBADIA LARIANA,NA,LC,2019,hs9B,Abitazioni_di_tipo_economico,NORMALE,sales,954.3053168827556
ABBADIA LARIANA,NA,LC,2019,hs9B,Box,NORMALE,rents,4.361491990816715
ABBADIA LARIANA,NA,LC,2019,hs9B,Box,NORMALE,sales,1019.6221390498295
ABBADIA LARIANA,NA,LC,2019,hs9B,Capannoni_industriali,NORMALE,rents,0
ABBADIA LARIANA,NA,LC,2019,hs9B,Capannoni_industriali,NORMALE,sales,638.8927165704254
ABBADIA LARIANA,NA,LC,2019,hs9B,Laboratori,NORMALE,rents,0
ABBADIA LARIANA,NA,LC,2019,hs9B,Laboratori,NORMALE,sales,638.8927165704254
ABBADIA LARIANA,NA,LC,2019,hs9B,Magazzini,NORMALE,rents,0
ABBADIA LARIANA,NA,LC,2019,hs9B,Magazzini,NORMALE,sales,625.1080749266445
ABBADIA LARIANA,NA,LC,2019,hs9B,Negozi,NORMALE,rents,7.007557497171909
ABBADIA LARIANA,NA,LC,2019,hs9B,Negozi,NORMALE,sales,1469.2610456456894
ABBADIA LARIANA,NA,LC,2019,hs9B,Negozi,OTTIMO,rents,8.906917790858769
ABBADIA LARIANA,NA,LC,2019,hs9B,Negozi,OTTIMO,sales,1823.9141324450495
ABBADIA LARIANA,NA,LC,2019,hs9B,Uffici,NORMALE,rents,5.947423190477223
ABBADIA LARIANA,NA,LC,2019,hs9B,Uffici,NORMALE,sales,1434.3061735987208
ABBADIA LARIANA,NA,LC,2019,hs9B,Uffici,OTTIMO,rents,5.95
ABBADIA LARIANA,NA,LC,2019,hs9B,Uffici,OTTIMO,sales,1575
ABBADIA LARIANA,NA,LC,2019,hs9B,Ville_e_Villini,NORMALE,rents,5.877906364145735
ABBADIA LARIANA,NA,LC,2019,hs9B,Ville_e_Villini,NORMALE,sales,1408.840936191762
ABBADIA LARIANA,NA,LC,2020,hs9B,Abitazioni_civili,NORMALE,rents,4.865637864518081
ABBADIA LARIANA,NA,LC,2020,hs9B,Abitazioni_civili,NORMALE,sales,1222.055597912207
ABBADIA LARIANA,NA,LC,2020,hs9B,Abitazioni_civili,OTTIMO,rents,7.508734036903176
ABBADIA LARIANA,NA,LC,2020,hs9B,Abitazioni_civili,OTTIMO,sales,1860.1529243548287
ABBADIA LARIANA,NA,LC,2020,hs9B,Abitazioni_di_tipo_economico,NORMALE,rents,3.6837978591046436
ABBADIA LARIANA,NA,LC,2020,hs9B,Abitazioni_di_tipo_economico,NORMALE,sales,932.1854806576075
ABBADIA LARIANA,NA,LC,2020,hs9B,Box,NORMALE,rents,4.306325848521456
ABBADIA LARIANA,NA,LC,2020,hs9B,Box,NORMALE,sales,1002.0120145625731
ABBADIA LARIANA,NA,LC,2020,hs9B,Capannoni_industriali,NORMALE,rents,0
ABBADIA LARIANA,NA,LC,2020,hs9B,Capannoni_industriali,NORMALE,sales,605.6458713327715
ABBADIA LARIANA,NA,LC,2020,hs9B,Laboratori,NORMALE,rents,0
ABBADIA LARIANA,NA,LC,2020,hs9B,Laboratori,NORMALE,sales,605.6458713327715
ABBADIA LARIANA,NA,LC,2020,hs9B,Magazzini,NORMALE,rents,0
ABBADIA LARIANA,NA,LC,2020,hs9B,Magazzini,NORMALE,sales,603.981952260803
ABBADIA LARIANA,NA,LC,2020,hs9B,Negozi,NORMALE,rents,6.878530116301821
ABBADIA LARIANA,NA,LC,2020,hs9B,Negozi,NORMALE,sales,1443.2835293054752
ABBADIA LARIANA,NA,LC,2020,hs9B,Negozi,OTTIMO,rents,8.819007374344167
ABBADIA LARIANA,NA,LC,2020,hs9B,Negozi,OTTIMO,sales,1811.3555159105856
ABBADIA LARIANA,NA,LC,2020,hs9B,Uffici,NORMALE,rents,5.734441630115359
ABBADIA LARIANA,NA,LC,2020,hs9B,Uffici,NORMALE,sales,1394.0495364629596
ABBADIA LARIANA,NA,LC,2020,hs9B,Uffici,OTTIMO,rents,5.95
ABBADIA LARIANA,NA,LC,2020,hs9B,Uffici,OTTIMO,sales,1575
ABBADIA LARIANA,NA,LC,2020,hs9B,Ville_e_Villini,NORMALE,rents,5.601662736689412
ABBADIA LARIANA,NA,LC,2020,hs9B,Ville_e_Villini,NORMALE,sales,1357.3637209998521
ABBADIA LARIANA,NA,LC,2021,hs9B,Abitazioni_civili,NORMALE,rents,4.92553823825884
ABBADIA LARIANA,NA,LC,2021,hs9B,Abitazioni_civili,NORMALE,sales,1227.203299138236
ABBADIA LARIANA,NA,LC,2021,hs9B,Abitazioni_civili,OTTIMO,rents,7.908839972662809
ABBADIA LARIANA,NA,LC,2021,hs9B,Abitazioni_civili,OTTIMO,sales,1927.2099931657021
ABBADIA LARIANA,NA,LC,2021,hs9B,Abitazioni_di_tipo_economico,NORMALE,rents,3.7088353707684654
ABBADIA LARIANA,NA,LC,2021,hs9B,Abitazioni_di_tipo_economico,NORMALE,sales,935.8249868828613
ABBADIA LARIANA,NA,LC,2021,hs9B,Box,NORMALE,rents,4.311192986767597
ABBADIA LARIANA,NA,LC,2021,hs9B,Box,NORMALE,sales,996.7057004384336
ABBADIA LARIANA,NA,LC,2021,hs9B,Capannoni_industriali,NORMALE,sales,605.6375322462139
ABBADIA LARIANA,NA,LC,2021,hs9B,Laboratori,NORMALE,sales,605.6375322462139
ABBADIA LARIANA,NA,LC,2021,hs9B,Magazzini,NORMALE,sales,604.001636293188
ABBADIA LARIANA,NA,LC,2021,hs9B,Negozi,NORMALE,rents,7.088909277267473
ABBADIA LARIANA,NA,LC,2021,hs9B,Negozi,NORMALE,sales,1463.1542733665585
ABBADIA LARIANA,NA,LC,2021,hs9B,Negozi,OTTIMO,rents,9.069181295949853
ABBADIA LARIANA,NA,LC,2021,hs9B,Negozi,OTTIMO,sales,1851.0113216521654
ABBADIA LARIANA,NA,LC,2021,hs9B,Uffici,NORMALE,rents,5.892756884692073
ABBADIA LARIANA,NA,LC,2021,hs9B,Uffici,NORMALE,sales,1427.2789610555833
ABBADIA LARIANA,NA,LC,2021,hs9B,Uffici,OTTIMO,rents,5.95
ABBADIA LARIANA,NA,LC,2021,hs9B,Uffici,OTTIMO,sales,1575
ABBADIA LARIANA,NA,LC,2021,hs9B,Ville_e_Villini,NORMALE,rents,5.641650994221897
ABBADIA LARIANA,NA,LC,2021,hs9B,Ville_e_Villini,NORMALE,sales,1367.346666653605
ABBADIA LARIANA,NA,LC,2022,hs9B,Abitazioni_civili,NORMALE,rents,4.923917040503945
ABBADIA LARIANA,NA,LC,2022,hs9B,Abitazioni_civili,NORMALE,sales,1222.8293653991113
ABBADIA LARIANA,NA,LC,2022,hs9B,Abitazioni_civili,OTTIMO,rents,7.909403923905545
ABBADIA LARIANA,NA,LC,2022,hs9B,Abitazioni_civili,OTTIMO,sales,1960.2924841469883
ABBADIA LARIANA,NA,LC,2022,hs9B,Abitazioni_di_tipo_economico,NORMALE,rents,3.708181345897003
ABBADIA LARIANA,NA,LC,2022,hs9B,Abitazioni_di_tipo_economico,NORMALE,sales,934.8373788879246
ABBADIA LARIANA,NA,LC,2022,hs9B,Box,NORMALE,rents,4.309102870903234
ABBADIA LARIANA,NA,LC,2022,hs9B,Box,NORMALE,sales,986.0867197956136
ABBADIA LARIANA,NA,LC,2022,hs9B,Capannoni_industriali,NORMALE,sales,605.6503731532589
ABBADIA LARIANA,NA,LC,2022,hs9B,Laboratori,NORMALE,sales,605.6503731532589
ABBADIA LARIANA,NA,LC,2022,hs9B,Magazzini,NORMALE,sales,604.0355337131595
ABBADIA LARIANA,NA,LC,2022,hs9B,Negozi,NORMALE,rents,7.090303458635288
ABBADIA LARIANA,NA,LC,2022,hs9B,Negozi,NORMALE,sales,1463.4431326278138
ABBADIA LARIANA,NA,LC,2022,hs9B,Negozi,OTTIMO,rents,9.071129535101175
ABBADIA LARIANA,NA,LC,2022,hs9B,Negozi,OTTIMO,sales,1851.4291242170577
ABBADIA LARIANA,NA,LC,2022,hs9B,Uffici,NORMALE,rents,5.893559792173801
ABBADIA LARIANA,NA,LC,2022,hs9B,Uffici,NORMALE,sales,1427.427046643699
ABBADIA LARIANA,NA,LC,2022,hs9B,Uffici,OTTIMO,rents,5.95
ABBADIA LARIANA,NA,LC,2022,hs9B,Uffici,OTTIMO,sales,1575
ABBADIA LARIANA,NA,LC,2022,hs9B,Ville_e_Villini,NORMALE,rents,5.655937362083619
ABBADIA LARIANA,NA,LC,2022,hs9B,Ville_e_Villini,NORMALE,sales,1366.6091735520586
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_civili,NORMALE,rents,3.8281977357552517
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_civili,NORMALE,sales,1236.7730028879876
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_civili,OTTIMO,rents,5.584210268970176
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_civili,OTTIMO,sales,1756.3450331960112
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_civili,SCADENTE,rents,2.925410898436063
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_civili,SCADENTE,sales,933.2608577183472
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_di_tipo_economico,NORMALE,rents,3.6709242789545065
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_di_tipo_economico,NORMALE,sales,1145.9236144145198
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_di_tipo_economico,OTTIMO,rents,5.123740778780695
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_di_tipo_economico,OTTIMO,sales,1543.1740475289575
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_di_tipo_economico,SCADENTE,rents,2.812071852752212
ABBIATEGRASSO,NA,MI,2011,k0cK,Abitazioni_di_tipo_economico,SCADENTE,sales,844.8985736960209
ABBIATEGRASSO,NA,MI,2011,k0cK,Box,NORMALE,rents,3.9728977994919537
ABBIATEGRASSO,NA,MI,2011,k0cK,Box,NORMALE,sales,938.5103161075441
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_industriali,NORMALE,rents,3.377967082295212
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_industriali,NORMALE,sales,585.6485083083994
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_industriali,OTTIMO,rents,3.4
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_industriali,OTTIMO,sales,585
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_tipici,NORMALE,rents,3.832187269566463
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_tipici,NORMALE,sales,685.9989020472622
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_tipici,OTTIMO,rents,3.6500000000000004
ABBIATEGRASSO,NA,MI,2011,k0cK,Capannoni_tipici,OTTIMO,sales,655
ABBIATEGRASSO,NA,MI,2011,k0cK,Laboratori,NORMALE,rents,3.6807685600097426
ABBIATEGRASSO,NA,MI,2011,k0cK,Laboratori,NORMALE,sales,607.4981940197887
