mun,mun_code,year,r.median
ABANO TERME,28001,2001,13596.895257591266
ABANO TERME,28001,2004,15130.723942433493
ABANO TERME,28001,2011,18079.684942716856
ABANO TERME,28001,2015,19100.584917484855
ABANO TERME,28001,2019,19694.551346971846
ABANO TERME,28001,2020,18838.07751259032
ABANO TERME,28001,2021,19855.76323987539
ABANO TERME,28001,2022,20794.524669073406
ABBADIA CERRETO,98001,2001,12017.543859649124
ABBADIA CERRETO,98001,2004,13488.372093023256
ABBADIA CERRETO,98001,2011,15220
ABBADIA CERRETO,98001,2015,16613.333333333336
ABBADIA CERRETO,98001,2019,19262.5
ABBADIA CERRETO,98001,2020,17636.986301369863
ABBADIA CERRETO,98001,2021,18487.80487804878
ABBADIA CERRETO,98001,2022,18864.864864864863
ABBADIA LARIANA,97001,2001,15540.571428571428
ABBADIA LARIANA,97001,2004,16901.869158878504
ABBADIA LARIANA,97001,2011,19051.106427818755
ABBADIA LARIANA,97001,2015,20661.56670746634
ABBADIA LARIANA,97001,2019,20996.341463414636
ABBADIA LARIANA,97001,2020,20680.555555555555
ABBADIA LARIANA,97001,2021,21337.252475247526
ABBADIA LARIANA,97001,2022,22272.222222222223
ABBADIA SAN SALVATORE,52001,2001,11287.545787545789
ABBADIA SAN SALVATORE,52001,2004,12471.1093990755
ABBADIA SAN SALVATORE,52001,2011,14954.499494438827
ABBADIA SAN SALVATORE,52001,2015,15928.693667997719
ABBADIA SAN SALVATORE,52001,2019,17095.096982758623
ABBADIA SAN SALVATORE,52001,2020,16822.252747252747
ABBADIA SAN SALVATORE,52001,2021,17380.597014925374
ABBADIA SAN SALVATORE,52001,2022,18216.174183514777
ABBASANTA,95001,2001,11084.710743801654
ABBASANTA,95001,2004,12983.576642335767
ABBASANTA,95001,2011,15543.34677419355
ABBASANTA,95001,2015,16424.21052631579
ABBASANTA,95001,2019,16997.81181619256
ABBASANTA,95001,2020,16750.56433408578
ABBASANTA,95001,2021,16864.80686695279
ABBASANTA,95001,2022,17983.050847457627
ABBATEGGIO,68001,2001,7985.074626865672
ABBATEGGIO,68001,2004,7713.178294573643
ABBATEGGIO,68001,2011,9258.241758241758
ABBATEGGIO,68001,2015,9659.863945578232
ABBATEGGIO,68001,2019,10000
ABBATEGGIO,68001,2020,10312.500000000002
ABBATEGGIO,68001,2021,11382.978723404256
ABBATEGGIO,68001,2022,13541.666666666668
ABBIATEGRASSO,15002,2001,15543.570669500532
ABBIATEGRASSO,15002,2004,17020.222327341533
ABBIATEGRASSO,15002,2011,19084.354722422493
ABBIATEGRASSO,15002,2015,20151.705904570063
ABBIATEGRASSO,15002,2019,20858.038112290575
ABBIATEGRASSO,15002,2020,20538.079686479425
ABBIATEGRASSO,15002,2021,21177.473958333332
ABBIATEGRASSO,15002,2022,21895.586512172893
ABETONE,47001,2001,10171.75572519084
ABETONE,47001,2004,11582.73381294964
ABETONE,47001,2011,13292.682926829268
ABETONE,47001,2015,13750
ABETONE CUTIGLIANO,47023,2019,15500.948766603417
ABETONE CUTIGLIANO,47023,2020,14892.086330935253
ABETONE CUTIGLIANO,47023,2021,15316.221765913755
ABETONE CUTIGLIANO,47023,2022,16632.8125
ABRIOLA,76001,2001,7151.088348271447
ABRIOLA,76001,2004,7803.347280334729
ABRIOLA,76001,2011,10064.377682403434
ABRIOLA,76001,2015,10094.086021505376
ABRIOLA,76001,2019,11328.947368421053
ABRIOLA,76001,2020,11415.343915343914
ABRIOLA,76001,2021,12203.125
ABRIOLA,76001,2022,13102.941176470587
ACATE,88001,2001,6591.695501730104
ACATE,88001,2004,7084.464964693102
ACATE,88001,2011,7801.090564248459
ACATE,88001,2015,7886.131725417439
ACATE,88001,2019,8872.03166226913
ACATE,88001,2020,8967.42057081314
ACATE,88001,2021,9438.056912906008
ACATE,88001,2022,10280.159216166565
ACCADIA,71001,2001,7830.423940149626
ACCADIA,71001,2004,8532.028469750889
ACCADIA,71001,2011,10926.229508196722
ACCADIA,71001,2015,11676.245210727971
ACCADIA,71001,2019,12500
ACCADIA,71001,2020,12354.08560311284
ACCADIA,71001,2021,12555.555555555557
ACCADIA,71001,2022,13471.698113207545
ACCEGLIO,4001,2001,8018.867924528302
ACCEGLIO,4001,2004,8809.52380952381
ACCEGLIO,4001,2011,12500
ACCEGLIO,4001,2015,14659.090909090908
ACCEGLIO,4001,2019,12794.117647058823
ACCEGLIO,4001,2020,12380.95238095238
ACCEGLIO,4001,2021,12874.999999999998
ACCEGLIO,4001,2022,14333.33333333333
ACCETTURA,77001,2001,6515.873015873016
ACCETTURA,77001,2004,6917.03056768559
ACCETTURA,77001,2011,8984.674329501917
ACCETTURA,77001,2015,8727.154046997388
ACCETTURA,77001,2019,10160.472972972973
ACCETTURA,77001,2020,10099.277978339349
ACCETTURA,77001,2021,10930.493273542601
ACCETTURA,77001,2022,11841.463414634147
ACCIANO,66001,2001,7382.978723404255
ACCIANO,66001,2004,7692.3076923076915
ACCIANO,66001,2011,9285.714285714286
ACCIANO,66001,2015,11632.65306122449
ACCIANO,66001,2019,12234.042553191488
ACCIANO,66001,2020,12321.428571428572
ACCIANO,66001,2021,13000
ACCIANO,66001,2022,14144.736842105263
ACCUMOLI,57001,2001,7412.790697674418
ACCUMOLI,57001,2004,8387.622149837132
ACCUMOLI,57001,2011,10198.863636363638
ACCUMOLI,57001,2015,11195.652173913044
ACCUMOLI,57001,2019,12179.48717948718
ACCUMOLI,57001,2020,12164.634146341463
ACCUMOLI,57001,2021,12689.87341772152
ACCUMOLI,57001,2022,12631.57894736842
ACERENZA,76002,2001,7495.948136142625
ACERENZA,76002,2004,7872.340425531914
ACERENZA,76002,2011,10765.706806282722
ACERENZA,76002,2015,11384.297520661157
ACERENZA,76002,2019,12619.047619047618
ACERENZA,76002,2020,12662.8664495114
ACERENZA,76002,2021,12899.361022364215
ACERENZA,76002,2022,13868.078175895766
ACERNO,65001,2001,6199.773627617431
ACERNO,65001,2004,6496.951219512196
ACERNO,65001,2011,7561.521252796421
ACERNO,65001,2015,8279.049295774648
ACERNO,65001,2019,9069.06906906907
ACERNO,65001,2020,8991.053677932405
ACERNO,65001,2021,9364.583333333334
ACERNO,65001,2022,10212.62886597938
ACERRA,63001,2001,9920.50250269899
ACERRA,63001,2004,11506.72529746508
ACERRA,63001,2011,13238.597295438918
ACERRA,63001,2015,13803.800654417319
ACERRA,63001,2019,14138.762049720952
ACERRA,63001,2020,14036.078717201166
ACERRA,63001,2021,14981.264051961029
ACERRA,63001,2022,15865.504358655044
ACI BONACCORSI,87001,2001,8579.842931937173
ACI BONACCORSI,87001,2004,9858.557284299859
ACI BONACCORSI,87001,2011,12965.779467680608
ACI BONACCORSI,87001,2015,14189.723320158104
ACI BONACCORSI,87001,2019,14445.454545454548
ACI BONACCORSI,87001,2020,14293.032786885247
ACI BONACCORSI,87001,2021,15368.154158215011
ACI BONACCORSI,87001,2022,16216.242661448141
ACI CASTELLO,87002,2001,12662.443144899284
ACI CASTELLO,87002,2004,14451.91661062542
ACI CASTELLO,87002,2011,16439.584080315526
ACI CASTELLO,87002,2015,16952.959028831563
ACI CASTELLO,87002,2019,18126.741486068113
ACI CASTELLO,87002,2020,17987.087802940005
ACI CASTELLO,87002,2021,18512.82051282051
ACI CASTELLO,87002,2022,19655.26217924879
ACI CATENA,87003,2001,10168.591224018475
ACI CATENA,87003,2004,11513.598326359832
ACI CATENA,87003,2011,13188.391038696536
ACI CATENA,87003,2015,13210.940825883356
ACI CATENA,87003,2019,13702.071397091227
ACI CATENA,87003,2020,13691.001323334804
ACI CATENA,87003,2021,14394.205443371378
ACI CATENA,87003,2022,15397.87798408488
ACI SANTANTONIO,87005,2001,10266.952455183164
ACI SANTANTONIO,87005,2004,11580.808080808081
ACI SANTANTONIO,87005,2011,13032.646048109964
ACI SANTANTONIO,87005,2015,13329.86111111111
ACI SANTANTONIO,87005,2019,14204.158145875937
ACI SANTANTONIO,87005,2020,13992.220650636491
ACI SANTANTONIO,87005,2021,14972.164231036884
ACI SANTANTONIO,87005,2022,15979.370249728554
ACIREALE,87004,2001,9394.787709124843
ACIREALE,87004,2004,11014.985014985014
ACIREALE,87004,2011,13025.952239984212
ACIREALE,87004,2015,13270.446665306956
ACIREALE,87004,2019,13916.341569137407
ACIREALE,87004,2020,13780.309833857205
ACIREALE,87004,2021,14534.743533537923
ACIREALE,87004,2022,15581.562539763328
ACQUACANINA,43001,2001,7656.250000000001
ACQUACANINA,43001,2004,8846.153846153848
ACQUACANINA,43001,2011,12065.217391304348
ACQUACANINA,43001,2015,13461.538461538461
ACQUAFONDATA,60001,2001,7971.014492753623
ACQUAFONDATA,60001,2004,7804.054054054054
ACQUAFONDATA,60001,2011,8583.333333333334
ACQUAFONDATA,60001,2015,9038.461538461539
ACQUAFONDATA,60001,2019,9595.959595959597
ACQUAFONDATA,60001,2020,10916.666666666666
ACQUAFONDATA,60001,2021,12065.217391304348
ACQUAFONDATA,60001,2022,12000
ACQUAFORMOSA,78001,2001,7058.371735791091
ACQUAFORMOSA,78001,2004,7427.884615384615
ACQUAFORMOSA,78001,2011,8793.103448275862
ACQUAFORMOSA,78001,2015,10000
ACQUAFORMOSA,78001,2019,10866.666666666666
ACQUAFORMOSA,78001,2020,11486.486486486487
ACQUAFORMOSA,78001,2021,11259.68992248062
ACQUAFORMOSA,78001,2022,11425.925925925927
ACQUAFREDDA,17001,2001,12148.972602739726
ACQUAFREDDA,17001,2004,12923.076923076922
ACQUAFREDDA,17001,2011,15231.435643564357
ACQUAFREDDA,17001,2015,16852.331606217616
ACQUAFREDDA,17001,2019,17446.052631578947
ACQUAFREDDA,17001,2020,17077.127659574468
ACQUAFREDDA,17001,2021,17728
ACQUAFREDDA,17001,2022,18803.482587064675
ACQUALAGNA,41001,2001,10105.22496371553
ACQUALAGNA,41001,2004,11046.918767507002
ACQUALAGNA,41001,2011,13193.979933110366
ACQUALAGNA,41001,2015,14182.363013698628
ACQUALAGNA,41001,2019,16307.417336907954
ACQUALAGNA,41001,2020,15999.053926206245
ACQUALAGNA,41001,2021,17030.99730458221
ACQUALAGNA,41001,2022,18002.12224108659
ACQUANEGRA CREMONESE,19001,2001,13010.869565217392
ACQUANEGRA CREMONESE,19001,2004,15406.25
ACQUANEGRA CREMONESE,19001,2011,17472.35576923077
ACQUANEGRA CREMONESE,19001,2015,18461.333333333332
ACQUANEGRA CREMONESE,19001,2019,19192.622950819674
ACQUANEGRA CREMONESE,19001,2020,18928.571428571428
ACQUANEGRA CREMONESE,19001,2021,19794.871794871793
ACQUANEGRA CREMONESE,19001,2022,20378.78787878788
ACQUANEGRA SUL CHIESE,20001,2001,10854.810996563574
ACQUANEGRA SUL CHIESE,20001,2004,12218.909710391823
ACQUANEGRA SUL CHIESE,20001,2011,14676.591375770022
ACQUANEGRA SUL CHIESE,20001,2015,15825.737265415548
ACQUANEGRA SUL CHIESE,20001,2019,17265.544041450776
ACQUANEGRA SUL CHIESE,20001,2020,17554.83870967742
ACQUANEGRA SUL CHIESE,20001,2021,17641.496598639456
ACQUANEGRA SUL CHIESE,20001,2022,18503.229974160207
ACQUAPENDENTE,56001,2001,9421.33815551537
ACQUAPENDENTE,56001,2004,10269.281914893618
ACQUAPENDENTE,56001,2011,13147.459727385378
ACQUAPENDENTE,56001,2015,14051.28205128205
ACQUAPENDENTE,56001,2019,15157.657657657659
ACQUAPENDENTE,56001,2020,14960.08708272859
ACQUAPENDENTE,56001,2021,15664.583333333332
ACQUAPENDENTE,56001,2022,16580.207501995214
ACQUAPPESA,78002,2001,7742.561448900388
ACQUAPPESA,78002,2004,8064.935064935065
ACQUAPPESA,78002,2011,9459.234608985023
ACQUAPPESA,78002,2015,11120.283018867925
ACQUAPPESA,78002,2019,11442.307692307691
ACQUAPPESA,78002,2020,10651.515151515152
ACQUAPPESA,78002,2021,11289.308176100629
ACQUAPPESA,78002,2022,12527.472527472528
ACQUARICA DEL CAPO,75001,2001,6668.283220174588
ACQUARICA DEL CAPO,75001,2004,7056.451612903226
ACQUARICA DEL CAPO,75001,2011,8019.662921348313
ACQUARICA DEL CAPO,75001,2015,8569.249542403904
ACQUARO,102001,2001,6269.649334945587
ACQUARO,102001,2004,6562.905317769131
ACQUARO,102001,2011,7971.428571428571
ACQUARO,102001,2015,8938.002296211253
ACQUARO,102001,2019,9510.582010582011
ACQUARO,102001,2020,9512.19512195122
ACQUARO,102001,2021,9814.285714285714
ACQUARO,102001,2022,10629.194630872484
ACQUASANTA TERME,44001,2001,8709.79020979021
ACQUASANTA TERME,44001,2004,9127.260083449235
ACQUASANTA TERME,44001,2011,11734.449760765552
ACQUASANTA TERME,44001,2015,12793.733681462141
ACQUASANTA TERME,44001,2019,14289.772727272728
ACQUASANTA TERME,44001,2020,14135.514018691589
ACQUASANTA TERME,44001,2021,14944.620253164558
ACQUASANTA TERME,44001,2022,16045.774647887323
ACQUASPARTA,55001,2001,11458.333333333334
ACQUASPARTA,55001,2004,12713.675213675215
ACQUASPARTA,55001,2011,15146.22641509434
ACQUASPARTA,55001,2015,15705.938697318006
ACQUASPARTA,55001,2019,16929.824561403508
ACQUASPARTA,55001,2020,17020.833333333332
ACQUASPARTA,55001,2021,16859.826589595374
ACQUASPARTA,55001,2022,17595.44573643411
ACQUAVIVA COLLECROCE,70001,2001,6288.3435582822085
ACQUAVIVA COLLECROCE,70001,2004,6618.217054263566
ACQUAVIVA COLLECROCE,70001,2011,8244.514106583072
ACQUAVIVA COLLECROCE,70001,2015,8966.789667896679
ACQUAVIVA COLLECROCE,70001,2019,10357.142857142857
ACQUAVIVA COLLECROCE,70001,2020,10674.157303370786
ACQUAVIVA COLLECROCE,70001,2021,10722.89156626506
ACQUAVIVA COLLECROCE,70001,2022,11815.47619047619
ACQUAVIVA DELLE FONTI,72001,2001,10778.970826580227
ACQUAVIVA DELLE FONTI,72001,2004,11720.547401824673
ACQUAVIVA DELLE FONTI,72001,2011,14096.638655462186
ACQUAVIVA DELLE FONTI,72001,2015,14590.452261306533
ACQUAVIVA DELLE FONTI,72001,2019,15705.345669493703
ACQUAVIVA DELLE FONTI,72001,2020,15814.814814814816
ACQUAVIVA DELLE FONTI,72001,2021,16667.930250189536
ACQUAVIVA DELLE FONTI,72001,2022,17552.718917538932
ACQUAVIVA DISERNIA,94001,2001,7833.333333333333
ACQUAVIVA DISERNIA,94001,2004,8200.934579439252
ACQUAVIVA DISERNIA,94001,2011,10000
ACQUAVIVA DISERNIA,94001,2015,11562.5
ACQUAVIVA DISERNIA,94001,2019,11764.70588235294
ACQUAVIVA DISERNIA,94001,2020,12386.363636363636
ACQUAVIVA DISERNIA,94001,2021,13023.255813953489
ACQUAVIVA DISERNIA,94001,2022,14222.222222222223
ACQUAVIVA PICENA,44002,2001,9592.413236481032
ACQUAVIVA PICENA,44002,2004,10964.70588235294
ACQUAVIVA PICENA,44002,2011,12615.546218487394
ACQUAVIVA PICENA,44002,2015,13790.322580645161
ACQUAVIVA PICENA,44002,2019,14865.301724137931
ACQUAVIVA PICENA,44002,2020,14802.197802197803
ACQUAVIVA PICENA,44002,2021,15593.13725490196
ACQUAVIVA PICENA,44002,2022,16502.314814814814
ACQUAVIVA PLATANI,85001,2001,6085.946573751452
ACQUAVIVA PLATANI,85001,2004,6094.295692665891
ACQUAVIVA PLATANI,85001,2011,7725.598526703499
ACQUAVIVA PLATANI,85001,2015,7995.780590717299
ACQUAVIVA PLATANI,85001,2019,8186.0465116279065
ACQUAVIVA PLATANI,85001,2020,8126.491646778043
ACQUAVIVA PLATANI,85001,2021,8829.516539440203
ACQUAVIVA PLATANI,85001,2022,9002.557544757034
ACQUEDOLCI,83107,2001,7784.431137724551
ACQUEDOLCI,83107,2004,8537.064310260186
ACQUEDOLCI,83107,2011,10547.945205479453
ACQUEDOLCI,83107,2015,11421.493902439026
ACQUEDOLCI,83107,2019,11992.753623188406
ACQUEDOLCI,83107,2020,12192
ACQUEDOLCI,83107,2021,12523.04147465438
ACQUEDOLCI,83107,2022,13327.039274924471
ACQUI TERME,6001,2001,12727.563078888536
ACQUI TERME,6001,2004,13902.78237827095
ACQUI TERME,6001,2011,16736.9013507982
ACQUI TERME,6001,2015,17866.60984444918
ACQUI TERME,6001,2019,18285.63908191198
ACQUI TERME,6001,2020,17890.918918918916
ACQUI TERME,6001,2021,18645.047169811318
ACQUI TERME,6001,2022,19372.315035799522
ACRI,78003,2001,7787.550744248984
ACRI,78003,2004,8386.98140200286
ACRI,78003,2011,9536.618754277892
ACRI,78003,2015,10235.482395976223
ACRI,78003,2019,11211.180124223602
ACRI,78003,2020,10995.44801149976
ACRI,78003,2021,11807.562620423892
ACRI,78003,2022,12972.128784238346
ACUTO,60002,2001,11029.411764705883
ACUTO,60002,2004,11863.207547169812
ACUTO,60002,2011,13436.213991769548
ACUTO,60002,2015,13488.372093023256
ACUTO,60002,2019,14689.265536723165
ACUTO,60002,2020,14671.875
ACUTO,60002,2021,15935.863874345549
ACUTO,60002,2022,17302.32558139535
ADELFIA,72002,2001,9343.768228660316
ADELFIA,72002,2004,10523.323615160349
ADELFIA,72002,2011,12362.008220786845
ADELFIA,72002,2015,12957.980652962517
ADELFIA,72002,2019,13831.9791062101
ADELFIA,72002,2020,13996.38336347197
ADELFIA,72002,2021,14631.515877771122
ADELFIA,72002,2022,15507.51879699248
ADRANO,87006,2001,6517.442289254371
ADRANO,87006,2004,7241.279310630542
ADRANO,87006,2011,8745.702779687654
ADRANO,87006,2015,9224.073078989792
ADRANO,87006,2019,10140.299644489589
ADRANO,87006,2020,10420.255968496185
ADRANO,87006,2021,10864.87172974346
ADRANO,87006,2022,11424.278846153846
ADRARA SAN MARTINO,16001,2001,11304.347826086958
ADRARA SAN MARTINO,16001,2004,13120.567375886525
ADRARA SAN MARTINO,16001,2011,16972.614840989398
ADRARA SAN MARTINO,16001,2015,17791.044776119405
ADRARA SAN MARTINO,16001,2019,18729.31654676259
ADRARA SAN MARTINO,16001,2020,18250.45045045045
ADRARA SAN MARTINO,16001,2021,18968.864468864467
ADRARA SAN MARTINO,16001,2022,19807.692307692305
ADRARA SAN ROCCO,16002,2001,11283.783783783783
ADRARA SAN ROCCO,16002,2004,13516.949152542373
ADRARA SAN ROCCO,16002,2011,16540
ADRARA SAN ROCCO,16002,2015,16986.9109947644
ADRARA SAN ROCCO,16002,2019,17948.1981981982
ADRARA SAN ROCCO,16002,2020,17649.082568807342
ADRARA SAN ROCCO,16002,2021,18139.269406392694
ADRARA SAN ROCCO,16002,2022,19174.107142857145
ADRIA,29001,2001,12066.284779050737
ADRIA,29001,2004,13119.555422048663
ADRIA,29001,2011,15597.592012529365
ADRIA,29001,2015,17178.37998808815
ADRIA,29001,2019,18181.38329679091
ADRIA,29001,2020,18179.82633279483
ADRIA,29001,2021,18731.09575518263
ADRIA,29001,2022,19454.53633079085
ADRO,17002,2001,12683.463796477494
ADRO,17002,2004,13833.333333333334
ADRO,17002,2011,16766.272189349114
ADRO,17002,2015,17564.79909451047
ADRO,17002,2019,18960.119370591427
ADRO,17002,2020,18654.952076677317
ADRO,17002,2021,19319.309600863
ADRO,17002,2022,20124.72707423581
AFFI,23001,2001,13227.091633466136
AFFI,23001,2004,13846.863468634687
AFFI,23001,2011,16323.529411764706
AFFI,23001,2015,17793.805309734515
AFFI,23001,2019,18708.674304418986
AFFI,23001,2020,17546.654929577464
AFFI,23001,2021,18597.955706984667
AFFI,23001,2022,20034.825870646764
AFFILE,58001,2001,9435.146443514644
AFFILE,58001,2004,9990.059642147118
AFFILE,58001,2011,14216.666666666668
AFFILE,58001,2015,14607.142857142855
AFFILE,58001,2019,16070.46979865772
AFFILE,58001,2020,16155.93220338983
AFFILE,58001,2021,16110.749185667752
AFFILE,58001,2022,17007.93650793651
AFRAGOLA,63002,2001,9021.13869043235
AFRAGOLA,63002,2004,9671.886651752422
AFRAGOLA,63002,2011,11642.094265149757
AFRAGOLA,63002,2015,11717.933491686461
AFRAGOLA,63002,2019,12357.36452613989
AFRAGOLA,63002,2020,12233.027301280503
AFRAGOLA,63002,2021,13327.966311617536
AFRAGOLA,63002,2022,14381.927710843374
AFRICO,80001,2001,7025.240384615385
AFRICO,80001,2004,8659.305993690852
AFRICO,80001,2011,9467.110741049126
AFRICO,80001,2015,9887.99283154122
AFRICO,80001,2019,12411.575562700964
AFRICO,80001,2020,13039.21568627451
AFRICO,80001,2021,13909.83606557377
AFRICO,80001,2022,14508.474576271186
AGAZZANO,33001,2001,11383.561643835616
AGAZZANO,33001,2004,12707.715133531157
AGAZZANO,33001,2011,15605.831533477323
AGAZZANO,33001,2015,17298.019801980197
AGAZZANO,33001,2019,17977.36220472441
AGAZZANO,33001,2020,17794.897959183672
AGAZZANO,33001,2021,19025.440313111547
AGAZZANO,33001,2022,19424.151696606787
AGEROLA,63003,2001,7251.7730496453905
AGEROLA,63003,2004,8192.44253992988
AGEROLA,63003,2011,10035.62176165803
AGEROLA,63003,2015,11516.85393258427
AGEROLA,63003,2019,12660.024154589373
AGEROLA,63003,2020,10796.969696969696
AGEROLA,63003,2021,11953.502415458937
AGEROLA,63003,2022,13979.08979089791
AGGIUS,90001,2001,9092.35668789809
AGGIUS,90001,2004,10470.183486238533
AGGIUS,90001,2019,13169.398907103827
AGGIUS,90001,2020,12899.40828402367
AGGIUS,90001,2021,13697.604790419162
AGGIUS,90001,2022,14751.461988304094
AGGIUS,104001,2011,11662.234042553191
AGGIUS,104001,2015,12485.714285714284
AGIRA,86001,2001,7562.582345191041
AGIRA,86001,2004,7846.574461241557
AGIRA,86001,2011,9275.808936825884
AGIRA,86001,2015,9861.93712829227
AGIRA,86001,2019,10755.141388174807
AGIRA,86001,2020,10956.439393939394
AGIRA,86001,2021,11726.036269430053
AGIRA,86001,2022,12578.018995929444
AGLIANA,47002,2001,12366.565001906214
AGLIANA,47002,2004,13245.82338902148
AGLIANA,47002,2011,15692.814915870851
AGLIANA,47002,2015,17120.689655172413
AGLIANA,47002,2019,18162.5870436801
AGLIANA,47002,2020,17823.379923761117
AGLIANA,47002,2021,18717.990942774806
AGLIANA,47002,2022,19463.39212469237
AGLIANO TERME,5001,2001,8888.121546961325
AGLIANO TERME,5001,2004,10037.5
AGLIANO TERME,5001,2011,12971.887550200805
AGLIANO TERME,5001,2015,14255.555555555555
AGLIANO TERME,5001,2019,15518.324607329843
AGLIANO TERME,5001,2020,15322.666666666668
AGLIANO TERME,5001,2021,16013.157894736843
AGLIANO TERME,5001,2022,16936
AGLIE,1001,2001,13210
AGLIE,1001,2004,15100.303951367781
AGLIE,1001,2011,18181.582360570686
AGLIE,1001,2015,18814.637482900136
AGLIE,1001,2019,19454.6783625731
AGLIE,1001,2020,19188.524590163932
AGLIE,1001,2021,19912.781954887218
AGLIE,1001,2022,20450.67264573991
AGLIENTU,90062,2001,7698.744769874476
AGLIENTU,90062,2004,9049.881235154393
AGLIENTU,90062,2019,13359.872611464969
AGLIENTU,90062,2020,12585.714285714284
AGLIENTU,90062,2021,13207.831325301204
AGLIENTU,90062,2022,13937.908496732027
AGLIENTU,104002,2011,10391.156462585033
AGLIENTU,104002,2015,12339.285714285714
AGNA,28002,2001,11305.970149253732
AGNA,28002,2004,12558.558558558558
AGNA,28002,2011,15341.379310344828
AGNA,28002,2015,16417.058823529413
AGNA,28002,2019,17668.004587155963
AGNA,28002,2020,17492.388758782203
AGNA,28002,2021,18184.869169510806
AGNA,28002,2022,19019.707207207208
AGNADELLO,19002,2001,13939.560439560439
AGNADELLO,19002,2004,15409.778812572758
AGNADELLO,19002,2011,17500
AGNADELLO,19002,2015,18822.44008714597
AGNADELLO,19002,2019,19821.844660194176
AGNADELLO,19002,2020,19706.57507360157
AGNADELLO,19002,2021,20350.77519379845
AGNADELLO,19002,2022,21244.68085106383
AGNANA CALABRA,80002,2001,7035.087719298245
AGNANA CALABRA,80002,2004,7722.007722007723
AGNANA CALABRA,80002,2011,8627.906976744187
AGNANA CALABRA,80002,2015,8641.02564102564
AGNANA CALABRA,80002,2019,8892.045454545454
AGNANA CALABRA,80002,2020,8351.95530726257
AGNANA CALABRA,80002,2021,9285.714285714286
AGNANA CALABRA,80002,2022,9012.3456790123455
AGNONE,94002,2001,8785.591026747197
AGNONE,94002,2004,9132.284134410887
AGNONE,94002,2011,12678.571428571428
AGNONE,94002,2015,13283.082077051926
AGNONE,94002,2019,13599.79633401222
AGNONE,94002,2020,13768.191268191269
AGNONE,94002,2021,14227.557411273487
AGNONE,94002,2022,14744.597249508839
AGNOSINE,17003,2001,13697.74919614148
AGNOSINE,17003,2004,15208.42105263158
AGNOSINE,17003,2011,17107.07269155206
AGNOSINE,17003,2015,18216.51785714286
AGNOSINE,17003,2019,19459.782608695652
AGNOSINE,17003,2020,19303.296703296703
AGNOSINE,17003,2021,20169.74595842956
AGNOSINE,17003,2022,20842.16589861751
AGORDO,25001,2001,14440.06309148265
AGORDO,25001,2004,16238.151658767772
AGORDO,25001,2011,18900.88105726872
AGORDO,25001,2015,20892.22042139384
AGORDO,25001,2019,21566.640063846768
AGORDO,25001,2020,21270
AGORDO,25001,2021,21589.456869009584
AGORDO,25001,2022,22697.189097103917
AGOSTA,58002,2001,13192.090395480225
AGOSTA,58002,2004,14887.820512820512
AGOSTA,58002,2011,16688.732394366198
AGOSTA,58002,2015,17854.227405247813
AGOSTA,58002,2019,17899.456521739132
AGOSTA,58002,2020,17891.59891598916
AGOSTA,58002,2021,18417.7545691906
AGOSTA,58002,2022,19376.65782493369
AGRA,12001,2001,9230.769230769232
AGRA,12001,2004,12279.411764705881
AGRA,12001,2011,11388.88888888889
AGRA,12001,2015,11759.25925925926
AGRA,12001,2019,11379.310344827587
AGRA,12001,2020,11129.032258064515
AGRA,12001,2021,11458.333333333334
AGRA,12001,2022,11923.076923076924
AGRATE BRIANZA,15003,2001,16222.038980509746
AGRATE BRIANZA,15003,2004,17778.018339276616
AGRATE BRIANZA,108001,2011,20162.23272003978
AGRATE BRIANZA,108001,2015,21388.11475409836
AGRATE BRIANZA,108001,2019,22056.805555555555
AGRATE BRIANZA,108001,2020,21786.009363811623
AGRATE BRIANZA,108001,2021,22474.279253815715
AGRATE BRIANZA,108001,2022,23394.571428571428
AGRATE CONTURBIA,3001,2001,13200.483091787439
AGRATE CONTURBIA,3001,2004,15137.931034482759
AGRATE CONTURBIA,3001,2011,18477.715877437327
AGRATE CONTURBIA,3001,2015,19435.483870967742
AGRATE CONTURBIA,3001,2019,20076.923076923078
AGRATE CONTURBIA,3001,2020,19899.705014749263
AGRATE CONTURBIA,3001,2021,20467.836257309944
AGRATE CONTURBIA,3001,2022,21058.46153846154
AGRIGENTO,84001,2001,12278.709403523668
AGRIGENTO,84001,2004,13240.477232924693
AGRIGENTO,84001,2011,15536.142589943887
AGRIGENTO,84001,2015,15364.063215758131
AGRIGENTO,84001,2019,16252.777777777777
AGRIGENTO,84001,2020,16105.029037439763
AGRIGENTO,84001,2021,16797.97742238946
AGRIGENTO,84001,2022,17773.568735001714
AGROPOLI,65002,2001,10059.44055944056
AGROPOLI,65002,2004,10758.477096966091
AGROPOLI,65002,2011,12679.86698911729
AGROPOLI,65002,2015,12860.520094562648
AGROPOLI,65002,2019,13185.174246898996
AGROPOLI,65002,2020,13097.196831200486
AGROPOLI,65002,2021,13774.623406720742
AGROPOLI,65002,2022,14572.312886888012
AGUGLIANO,42001,2001,13209.654178674353
AGUGLIANO,42001,2004,14949.238578680204
AGUGLIANO,42001,2011,17647.356143079316
AGUGLIANO,42001,2015,18719.004893964113
AGUGLIANO,42001,2019,19378.199834847233
AGUGLIANO,42001,2020,19192.01680672269
AGUGLIANO,42001,2021,19596.265560165975
AGUGLIANO,42001,2022,20513.704318936878
AGUGLIARO,24001,2001,10992.64705882353
AGUGLIARO,24001,2004,13095.854922279792
