mun,mun_code,year,r.median
BAGNOLI DEL TRIGNO,94003,2015,9767.857142857143
BAGNOLI DEL TRIGNO,94003,2019,10471.311475409837
BAGNOLI DEL TRIGNO,94003,2020,10235.849056603774
BAGNOLI DEL TRIGNO,94003,2021,10231.958762886597
BAGNOLI DEL TRIGNO,94003,2022,11545.454545454546
BAGNOLI DI SOPRA,28008,2001,11775.956284153006
BAGNOLI DI SOPRA,28008,2004,12547.935103244838
BAGNOLI DI SOPRA,28008,2011,15011.410788381741
BAGNOLI DI SOPRA,28008,2015,16077.742279020234
BAGNOLI DI SOPRA,28008,2019,16802.572706935123
BAGNOLI DI SOPRA,28008,2020,17026.630434782608
BAGNOLI DI SOPRA,28008,2021,17674.258474576272
BAGNOLI DI SOPRA,28008,2022,18697.38219895288
BAGNOLI IRPINO,64009,2001,8337.730870712401
BAGNOLI IRPINO,64009,2004,8993.595608417201
BAGNOLI IRPINO,64009,2011,10237.752161383283
BAGNOLI IRPINO,64009,2015,10949.554896142434
BAGNOLI IRPINO,64009,2019,11430.76923076923
BAGNOLI IRPINO,64009,2020,11910.774410774411
BAGNOLI IRPINO,64009,2021,12410.714285714286
BAGNOLI IRPINO,64009,2022,13410.852713178296
BAGNOLO CREMASCO,19005,2001,13748.382923673998
BAGNOLO CREMASCO,19005,2004,14838.056680161942
BAGNOLO CREMASCO,19005,2011,17305.06058446187
BAGNOLO CREMASCO,19005,2015,18738.719068413393
BAGNOLO CREMASCO,19005,2019,19752.39071038251
BAGNOLO CREMASCO,19005,2020,19439.94413407821
BAGNOLO CREMASCO,19005,2021,20063.257065948856
BAGNOLO CREMASCO,19005,2022,20742.701968771216
BAGNOLO DEL SALENTO,75008,2001,7222.9140722291395
BAGNOLO DEL SALENTO,75008,2004,8243.831640058055
BAGNOLO DEL SALENTO,75008,2011,10208.333333333334
BAGNOLO DEL SALENTO,75008,2015,10766.509433962263
BAGNOLO DEL SALENTO,75008,2019,11133.004926108373
BAGNOLO DEL SALENTO,75008,2020,11071.42857142857
BAGNOLO DEL SALENTO,75008,2021,11580.310880829016
BAGNOLO DEL SALENTO,75008,2022,12339.449541284404
BAGNOLO DI PO,29005,2001,10626.86567164179
BAGNOLO DI PO,29005,2004,11529.720279720279
BAGNOLO DI PO,29005,2011,13662.79069767442
BAGNOLO DI PO,29005,2015,14670.731707317074
BAGNOLO DI PO,29005,2019,16726.74418604651
BAGNOLO DI PO,29005,2020,16463.45029239766
BAGNOLO DI PO,29005,2021,17080.229226361032
BAGNOLO DI PO,29005,2022,18028.08988764045
BAGNOLO IN PIANO,35002,2001,13686.471009305656
BAGNOLO IN PIANO,35002,2004,14846.410066617318
BAGNOLO IN PIANO,35002,2011,17821.70245398773
BAGNOLO IN PIANO,35002,2015,19332.271762208067
BAGNOLO IN PIANO,35002,2019,20290.94217549535
BAGNOLO IN PIANO,35002,2020,20118.922204213937
BAGNOLO IN PIANO,35002,2021,20902.602684017893
BAGNOLO IN PIANO,35002,2022,21656.79221328819
BAGNOLO MELLA,17009,2001,13227.929788332473
BAGNOLO MELLA,17009,2004,14451.254275940708
BAGNOLO MELLA,17009,2011,17219.768504416694
BAGNOLO MELLA,17009,2015,18175.38510911425
BAGNOLO MELLA,17009,2019,19242.514036182158
BAGNOLO MELLA,17009,2020,18882.55777144666
BAGNOLO MELLA,17009,2021,19681.33802816901
BAGNOLO MELLA,17009,2022,20448.79614767255
BAGNOLO PIEMONTE,4009,2001,10784.313725490196
BAGNOLO PIEMONTE,4009,2004,12090.61135371179
BAGNOLO PIEMONTE,4009,2011,14351.385390428211
BAGNOLO PIEMONTE,4009,2015,15811.735061195102
BAGNOLO PIEMONTE,4009,2019,17098.438560760354
BAGNOLO PIEMONTE,4009,2020,17110.592938041304
BAGNOLO PIEMONTE,4009,2021,17823.72654155496
BAGNOLO PIEMONTE,4009,2022,18278.985507246376
BAGNOLO SAN VITO,20003,2001,12505.636978579481
BAGNOLO SAN VITO,20003,2004,13671.428571428572
BAGNOLO SAN VITO,20003,2011,16249.664879356567
BAGNOLO SAN VITO,20003,2015,17539.030955585462
BAGNOLO SAN VITO,20003,2019,18897.77922926192
BAGNOLO SAN VITO,20003,2020,18562.213490504255
BAGNOLO SAN VITO,20003,2021,19334.069400630913
BAGNOLO SAN VITO,20003,2022,20180.112570356472
BAGNONE,45002,2001,9339.152119700748
BAGNONE,45002,2004,10381.944444444443
BAGNONE,45002,2011,14359.504132231405
BAGNONE,45002,2015,15356.608478802991
BAGNONE,45002,2019,16216.216216216217
BAGNONE,45002,2020,16138.403990024935
BAGNONE,45002,2021,16726.277372262775
BAGNONE,45002,2022,17847.058823529413
BAGNOREGIO,56003,2001,9699.47407963937
BAGNOREGIO,56003,2004,11098.696461824953
BAGNOREGIO,56003,2011,13698.77049180328
BAGNOREGIO,56003,2015,14488.146551724138
BAGNOREGIO,56003,2019,15007.39247311828
BAGNOREGIO,56003,2020,14987.113402061856
BAGNOREGIO,56003,2021,15784.685863874345
BAGNOREGIO,56003,2022,16945.625
BAGOLINO,17010,2001,11600
BAGOLINO,17010,2004,12963.340122199592
BAGOLINO,17010,2011,15953.544061302684
BAGOLINO,17010,2015,17207.556427870462
BAGOLINO,17010,2019,18306.389157792837
BAGOLINO,17010,2020,18055.555555555555
BAGOLINO,17010,2021,18909.23076923077
BAGOLINO,17010,2022,19729.022704837116
BAIA E LATINA,61006,2001,7643.27485380117
BAIA E LATINA,61006,2004,8464.85819975339
BAIA E LATINA,61006,2011,9318.801089918255
BAIA E LATINA,61006,2015,9520.451339915373
BAIA E LATINA,61006,2019,10807.692307692307
BAIA E LATINA,61006,2020,10803.108808290155
BAIA E LATINA,61006,2021,11833.333333333334
BAIA E LATINA,61006,2022,12605.6338028169
BAIANO,64010,2001,9217.585692995528
BAIANO,64010,2004,9852.616064848931
BAIANO,64010,2011,11919.525065963062
BAIANO,64010,2015,12459.56873315364
BAIANO,64010,2019,13952.991452991453
BAIANO,64010,2020,14224.63768115942
BAIANO,64010,2021,14530.831099195708
BAIANO,64010,2022,15744.24898511502
BAIARDO,8007,2001,7515.723270440251
BAIARDO,8007,2004,7867.64705882353
BAIARDO,8007,2011,9230.769230769232
BAIARDO,8007,2015,9805.825242718447
BAIARDO,8007,2019,10681.818181818182
BAIARDO,8007,2020,10744.68085106383
BAIARDO,8007,2021,10270.27027027027
BAIARDO,8007,2022,10723.684210526315
BAIRO,1015,2001,12753.378378378378
BAIRO,1015,2004,14235.07462686567
BAIRO,1015,2011,17284.274193548386
BAIRO,1015,2015,18872.916666666668
BAIRO,1015,2019,19598.360655737706
BAIRO,1015,2020,19125
BAIRO,1015,2021,20227.272727272728
BAIRO,1015,2022,21054.824561403508
BAISO,35003,2001,12712.121212121212
BAISO,35003,2004,13871.635610766045
BAISO,35003,2011,16977.124183006534
BAISO,35003,2015,18391.33089133089
BAISO,35003,2019,19866.75291073739
BAISO,35003,2020,19618.32061068702
BAISO,35003,2021,20176.065162907267
BAISO,35003,2022,21070.88607594937
BALANGERO,1016,2001,14599.009900990099
BALANGERO,1016,2004,16136.579572446557
BALANGERO,1016,2011,18788.004136504653
BALANGERO,1016,2015,19528.26855123675
BALANGERO,1016,2019,20250.9702457956
BALANGERO,1016,2020,20401.28205128205
BALANGERO,1016,2021,20664.928292046934
BALANGERO,1016,2022,21228.571428571428
BALDICHIERI DASTI,5007,2001,12514.204545454544
BALDICHIERI DASTI,5007,2004,15203.703703703704
BALDICHIERI DASTI,5007,2011,17255.52050473186
BALDICHIERI DASTI,5007,2015,18419.407894736843
BALDICHIERI DASTI,5007,2019,18598.305084745763
BALDICHIERI DASTI,5007,2020,18745.065789473683
BALDICHIERI DASTI,5007,2021,19165.441176470587
BALDICHIERI DASTI,5007,2022,19902.17391304348
BALDISSERO CANAVESE,1017,2001,12632.743362831858
BALDISSERO CANAVESE,1017,2004,14526.315789473683
BALDISSERO CANAVESE,1017,2011,16986.11111111111
BALDISSERO CANAVESE,1017,2015,17871.323529411766
BALDISSERO CANAVESE,1017,2019,18268.115942028984
BALDISSERO CANAVESE,1017,2020,18465.753424657534
BALDISSERO CANAVESE,1017,2021,18955.479452054795
BALDISSERO CANAVESE,1017,2022,20330.76923076923
BALDISSERO DALBA,4010,2001,11057.692307692309
BALDISSERO DALBA,4010,2004,12879.464285714286
BALDISSERO DALBA,4010,2011,16087.686567164179
BALDISSERO DALBA,4010,2015,17739.043824701195
BALDISSERO DALBA,4010,2019,18120.567375886523
BALDISSERO DALBA,4010,2020,18319.64285714286
BALDISSERO DALBA,4010,2021,19407.801418439718
BALDISSERO DALBA,4010,2022,20107.142857142855
BALDISSERO TORINESE,1018,2001,16752.542372881355
BALDISSERO TORINESE,1018,2004,18606.132075471698
BALDISSERO TORINESE,1018,2011,21646.91943127962
BALDISSERO TORINESE,1018,2015,23172.727272727272
BALDISSERO TORINESE,1018,2019,23550.57096247961
BALDISSERO TORINESE,1018,2020,23034.4
BALDISSERO TORINESE,1018,2021,23581.059390048154
BALDISSERO TORINESE,1018,2022,24449.6062992126
BALESTRATE,82007,2001,7488.076311605723
BALESTRATE,82007,2004,8031.25
BALESTRATE,82007,2011,9387.09677419355
BALESTRATE,82007,2015,9447.293447293447
BALESTRATE,82007,2019,9921.020656136086
BALESTRATE,82007,2020,9813.813813813815
BALESTRATE,82007,2021,10158.34932821497
BALESTRATE,82007,2022,11486.363636363636
BALESTRINO,9008,2001,10612.244897959185
BALESTRINO,9008,2004,12260.869565217392
BALESTRINO,9008,2011,15236.196319018403
BALESTRINO,9008,2015,16878.048780487807
BALESTRINO,9008,2019,16721.08843537415
BALESTRINO,9008,2020,16124.087591240876
BALESTRINO,9008,2021,16560.28368794326
BALESTRINO,9008,2022,17693.103448275862
BALLABIO,97004,2001,15793.20619785459
BALLABIO,97004,2004,17320.14028056112
BALLABIO,97004,2011,19983.25581395349
BALLABIO,97004,2015,21218.844984802432
BALLABIO,97004,2019,21043.478260869568
BALLABIO,97004,2020,20692.60700389105
BALLABIO,97004,2021,21463.746223564955
BALLABIO,97004,2022,22099.799398194584
BALLAO,92004,2001,7225.130890052356
BALLAO,92004,2004,7744.565217391304
BALLAO,92004,2011,9300.341296928327
BALLAO,92004,2015,9516.129032258064
BALLAO,111003,2019,10779.569892473119
BALLAO,111003,2020,10870.786516853932
BALLAO,111003,2021,10887.096774193547
BALLAO,111003,2022,11276.041666666668
BALME,1019,2001,8717.948717948719
BALME,1019,2004,11153.846153846154
BALME,1019,2011,10166.666666666668
BALME,1019,2015,11875
BALME,1019,2019,13461.538461538461
BALME,1019,2020,13611.111111111111
BALME,1019,2021,13409.09090909091
BALME,1019,2022,16157.894736842105
BALMUCCIA,2008,2001,9333.333333333334
BALMUCCIA,2008,2004,11111.111111111111
BALMUCCIA,2008,2011,14285.714285714286
BALMUCCIA,2008,2015,15785.714285714286
BALMUCCIA,2008,2019,16375
BALMUCCIA,2008,2020,16375
BALMUCCIA,2008,2021,17062.5
BALMUCCIA,2008,2022,18473.684210526317
BALOCCO,2009,2001,12443.181818181818
BALOCCO,2009,2004,12619.047619047618
BALOCCO,2009,2011,16560.81081081081
BALOCCO,2009,2015,16396.825396825396
BALOCCO,2009,2019,16920.63492063492
BALOCCO,2009,2020,15932.203389830509
BALOCCO,2009,2021,17750
BALOCCO,2009,2022,18666.666666666668
BALSORANO,66007,2001,9226.618705035971
BALSORANO,66007,2004,9610.829103214888
BALSORANO,66007,2011,11693.548387096773
BALSORANO,66007,2015,12024.85380116959
BALSORANO,66007,2019,14237.012987012986
BALSORANO,66007,2020,14012.027491408935
BALSORANO,66007,2021,14830.508474576272
BALSORANO,66007,2022,16130.36809815951
BALVANO,76008,2001,6876.430205949657
BALVANO,76008,2004,7266.065388951523
BALVANO,76008,2011,8506.944444444445
BALVANO,76008,2015,9827.868852459018
BALVANO,76008,2019,10531.088082901553
BALVANO,76008,2020,10879.396984924624
BALVANO,76008,2021,11877.880184331796
BALVANO,76008,2022,12670.157068062828
BALZOLA,6011,2001,12653.721682847896
BALZOLA,6011,2004,13948.863636363636
BALZOLA,6011,2011,16430.995475113123
BALZOLA,6011,2015,17466.42685851319
BALZOLA,6011,2019,18251.231527093598
BALZOLA,6011,2020,18187.81094527363
BALZOLA,6011,2021,18614.690721649484
BALZOLA,6011,2022,19125
BANARI,90007,2001,8470.149253731342
BANARI,90007,2004,8317.460317460316
BANARI,90007,2011,9562.5
BANARI,90007,2015,11012.658227848102
BANARI,90007,2019,11846.153846153846
BANARI,90007,2020,12610.294117647058
BANARI,90007,2021,11967.213114754099
BANARI,90007,2022,12991.071428571428
BANCHETTE,1020,2001,15351.598173515982
BANCHETTE,1020,2004,16177.766393442624
BANCHETTE,1020,2011,18922.877846790892
BANCHETTE,1020,2015,19373.417721518985
BANCHETTE,1020,2019,19734.669811320753
BANCHETTE,1020,2020,19694.477791116446
BANCHETTE,1020,2021,20276.649746192896
BANCHETTE,1020,2022,20970.025510204083
BANNIO ANZINO,103007,2001,9975
BANNIO ANZINO,103007,2004,11477.272727272726
BANNIO ANZINO,103007,2011,13103.44827586207
BANNIO ANZINO,103007,2015,13681.81818181818
BANNIO ANZINO,103007,2019,13552.631578947372
BANNIO ANZINO,103007,2020,15045.081967213113
BANNIO ANZINO,103007,2021,15445.945945945945
BANNIO ANZINO,103007,2022,16324.074074074073
BANZI,76009,2001,8120.860927152317
BANZI,76009,2004,8651.315789473685
BANZI,76009,2011,11165.730337078652
BANZI,76009,2015,12766.666666666664
BANZI,76009,2019,12825.342465753423
BANZI,76009,2020,12949.640287769784
BANZI,76009,2021,13177.083333333334
BANZI,76009,2022,13656.716417910447
BAONE,28009,2001,12342.28971962617
BAONE,28009,2004,13699.49494949495
BAONE,28009,2011,17518.15823605707
BAONE,28009,2015,18669.31982633864
BAONE,28009,2019,19861.878453038673
BAONE,28009,2020,19775.91036414566
BAONE,28009,2021,20484.572230014026
BAONE,28009,2022,21545.07628294036
BARADILI,95010,2001,6440.677966101695
BARADILI,95010,2004,8163.265306122448
BARADILI,95010,2011,11000
BARADILI,95010,2015,9024.390243902439
BARADILI,95010,2019,10625
BARADILI,95010,2020,8918.91891891892
BARADILI,95010,2021,8918.91891891892
BARADILI,95010,2022,10000
BARAGIANO,76010,2001,8512.092534174555
BARAGIANO,76010,2004,8975.409836065573
BARAGIANO,76010,2011,10750.91575091575
BARAGIANO,76010,2015,11969.17808219178
BARAGIANO,76010,2019,12711.038961038961
BARAGIANO,76010,2020,12899.305555555555
BARAGIANO,76010,2021,14062.500000000002
BARAGIANO,76010,2022,14671.280276816608
BARANELLO,70002,2001,7338.983050847457
BARANELLO,70002,2004,7717.741935483872
BARANELLO,70002,2011,10053.353658536585
BARANELLO,70002,2015,11466.00566572238
BARANELLO,70002,2019,12435.691318327974
BARANELLO,70002,2020,12450.980392156864
BARANELLO,70002,2021,13084.745762711864
BARANELLO,70002,2022,13725
BARANO DISCHIA,63007,2001,9380.1652892562
BARANO DISCHIA,63007,2004,10226.274165202109
BARANO DISCHIA,63007,2011,12421.399594320488
BARANO DISCHIA,63007,2015,12656.41569459173
BARANO DISCHIA,63007,2019,12573.673870333987
BARANO DISCHIA,63007,2020,10353.957636566332
BARANO DISCHIA,63007,2021,11305.92841163311
BARANO DISCHIA,63007,2022,13635.922330097088
BARANZATE,15250,2004,18000
BARANZATE,15250,2011,17279.005524861877
BARANZATE,15250,2015,17790.530582166546
BARANZATE,15250,2019,17852.858151023287
BARANZATE,15250,2020,17280.337078651686
BARANZATE,15250,2021,17955.516014234876
BARANZATE,15250,2022,18648.09640237513
BARASSO,12008,2001,15796.052631578947
BARASSO,12008,2004,17275.862068965518
BARASSO,12008,2011,19723.684210526317
BARASSO,12008,2015,20714.11192214112
BARASSO,12008,2019,21271.428571428572
BARASSO,12008,2020,20617.333333333332
BARASSO,12008,2021,20621.883656509694
BARASSO,12008,2022,21603.021978021978
BARATILI SAN PIETRO,95011,2001,7914.9377593361005
BARATILI SAN PIETRO,95011,2004,8675.213675213676
BARATILI SAN PIETRO,95011,2011,11049.618320610687
BARATILI SAN PIETRO,95011,2015,11507.35294117647
BARATILI SAN PIETRO,95011,2019,12606.837606837607
BARATILI SAN PIETRO,95011,2020,11814.159292035398
BARATILI SAN PIETRO,95011,2021,12438.524590163935
BARATILI SAN PIETRO,95011,2022,12884.615384615385
BARBANIA,1021,2001,13191.244239631336
BARBANIA,1021,2004,15030.640668523676
BARBANIA,1021,2011,18011.600928074244
BARBANIA,1021,2015,18774.79892761394
BARBANIA,1021,2019,19148.883374689824
BARBANIA,1021,2020,19087.654320987655
BARBANIA,1021,2021,19519.946808510642
BARBANIA,1021,2022,20318.181818181816
BARBARA,42004,2001,10232.974910394265
BARBARA,42004,2004,11310.408921933085
BARBARA,42004,2011,14366.197183098591
BARBARA,42004,2015,16344.101123595507
BARBARA,42004,2019,17853.90428211587
BARBARA,42004,2020,17526.246719160103
BARBARA,42004,2021,17829.81530343008
BARBARA,42004,2022,18232.712765957447
BARBARANO MOSSANO,24124,2019,17900.230017251295
BARBARANO MOSSANO,24124,2020,17957.66590389016
BARBARANO MOSSANO,24124,2021,18582.59847148736
BARBARANO MOSSANO,24124,2022,19276.36887608069
BARBARANO ROMANO,56004,2001,9498.381877022653
BARBARANO ROMANO,56004,2004,10918.367346938774
BARBARANO ROMANO,56004,2011,14452.38095238095
BARBARANO ROMANO,56004,2015,15888.888888888887
BARBARANO ROMANO,56004,2019,15699.421965317919
BARBARANO ROMANO,56004,2020,14776.785714285714
BARBARANO ROMANO,56004,2021,15305.555555555557
BARBARANO ROMANO,56004,2022,16669.642857142855
BARBARANO VICENTINO,24011,2001,12387.387387387387
BARBARANO VICENTINO,24011,2004,13251.13808801214
BARBARANO VICENTINO,24011,2011,15429.906542056075
BARBARANO VICENTINO,24011,2015,16919.39769707706
BARBARESCO,4011,2001,8530.405405405407
BARBARESCO,4011,2004,9980.916030534352
BARBARESCO,4011,2011,13409.090909090908
BARBARESCO,4011,2015,14678.571428571428
BARBARESCO,4011,2019,15682.758620689656
BARBARESCO,4011,2020,15536.58536585366
BARBARESCO,4011,2021,16650
BARBARESCO,4011,2022,17478.87323943662
BARBARIGA,17011,2001,11452.380952380952
BARBARIGA,17011,2004,12946.735395189004
BARBARIGA,17011,2011,15163.176265270506
BARBARIGA,17011,2015,16451.52603231598
BARBARIGA,17011,2019,17791.0447761194
BARBARIGA,17011,2020,17363.636363636364
BARBARIGA,17011,2021,18633.4431630972
BARBARIGA,17011,2022,19353.08056872038
BARBATA,16019,2001,11582.278481012658
BARBATA,16019,2004,13566.666666666668
BARBATA,16019,2011,16257.142857142855
BARBATA,16019,2015,17237.931034482757
BARBATA,16019,2019,18313.66459627329
BARBATA,16019,2020,18164.804469273742
BARBATA,16019,2021,18781.25
BARBATA,16019,2022,18937.86982248521
BARBERINO DI MUGELLO,48002,2001,13557.951482479784
BARBERINO DI MUGELLO,48002,2004,14832.191780821919
BARBERINO DI MUGELLO,48002,2011,17653.116531165313
BARBERINO DI MUGELLO,48002,2015,18921.739130434784
BARBERINO DI MUGELLO,48002,2019,19721.61172161172
BARBERINO DI MUGELLO,48002,2020,19221.061643835616
BARBERINO DI MUGELLO,48002,2021,19860.15785861359
BARBERINO DI MUGELLO,48002,2022,20988.474576271186
BARBERINO TAVARNELLE,48054,2019,19310.25320412629
BARBERINO TAVARNELLE,48054,2020,18845.65560821485
BARBERINO TAVARNELLE,48054,2021,19575.20582647245
BARBERINO TAVARNELLE,48054,2022,20409.2927370758
BARBERINO VAL DELSA,48003,2001,12891.517128874388
BARBERINO VAL DELSA,48003,2004,14242.808798646363
BARBERINO VAL DELSA,48003,2011,17147.32965009208
BARBERINO VAL DELSA,48003,2015,18364.765409383625
BARBIANELLO,18008,2001,11847.826086956522
BARBIANELLO,18008,2004,12878.78787878788
BARBIANELLO,18008,2011,16295.673076923076
BARBIANELLO,18008,2015,17217.74193548387
BARBIANELLO,18008,2019,18847.417840375587
BARBIANELLO,18008,2020,18417.47572815534
BARBIANELLO,18008,2021,19404.97737556561
BARBIANELLO,18008,2022,19979.72972972973
BARBIANO,21007,2001,12115.384615384615
BARBIANO,21007,2004,13384.146341463413
BARBIANO BARBIAN,21007,2011,17484.70588235294
BARBIANO BARBIAN,21007,2015,18389.851485148516
BARBIANO BARBIAN,21007,2019,20378.676470588234
BARBIANO BARBIAN,21007,2020,19924.744897959183
BARBIANO BARBIAN,21007,2021,20558.355437665785
BARBIANO BARBIAN,21007,2022,21960.70460704607
BARBONA,28010,2001,10045.180722891566
BARBONA,28010,2004,10967.153284671533
BARBONA,28010,2011,13118.811881188118
BARBONA,28010,2015,15500
BARBONA,28010,2019,16343.75
BARBONA,28010,2020,15843.75
BARBONA,28010,2021,16973.529411764706
BARBONA,28010,2022,17977.900552486186
BARCELLONA POZZO DI GOTTO,83005,2001,8511.818445475637
BARCELLONA POZZO DI GOTTO,83005,2004,9229.119638826185
BARCELLONA POZZO DI GOTTO,83005,2011,11429.10262766485
BARCELLONA POZZO DI GOTTO,83005,2015,12199.19168591224
BARCELLONA POZZO DI GOTTO,83005,2019,12846.57128761717
BARCELLONA POZZO DI GOTTO,83005,2020,12962.890112772093
BARCELLONA POZZO DI GOTTO,83005,2021,13592.971413585105
BARCELLONA POZZO DI GOTTO,83005,2022,14292.695473251028
BARCHI,41004,2001,9335.038363171356
BARCHI,41004,2004,10872.781065088757
BARCHI,41004,2011,13322.981366459628
BARCHI,41004,2015,14135.338345864664
BARCIS,93006,2001,10000
BARCIS,93006,2004,11902.173913043478
BARCIS,93006,2011,13618.421052631578
BARCIS,93006,2015,14500
BARCIS,93006,2019,16393.333333333332
BARCIS,93006,2020,16189.189189189188
BARCIS,93006,2021,16941.176470588234
BARCIS,93006,2022,18221.42857142857
BARD,7009,2001,13593.75
BARD,7009,2004,14017.857142857143
BARD,7009,2011,14264.705882352944
BARD,7009,2015,18208.333333333332
BARD,7009,2019,16903.846153846156
BARD,7009,2020,14861.11111111111
BARD,7009,2021,15239.13043478261
BARD,7009,2022,18928.571428571428
BARDELLO,12009,2001,13243.534482758621
BARDELLO,12009,2004,14855.555555555555
BARDELLO,12009,2011,18502.298850574713
BARDELLO,12009,2015,19624.43946188341
BARDELLO,12009,2019,20007.829977628637
BARDELLO,12009,2020,19735.099337748346
BARDELLO,12009,2021,20549.43820224719
BARDELLO CON MALGESSO E BREGANO,12144,2022,20832.479508196724
BARDI,34002,2001,7599.255583126551
BARDI,34002,2004,8504.81125092524
BARDI,34002,2011,10712.209302325582
BARDI,34002,2015,12462.121212121212
BARDI,34002,2019,12892.976588628762
BARDI,34002,2020,13092.33449477352
BARDI,34002,2021,13984.374999999998
BARDI,34002,2022,14565.217391304346
BARDINETO,9009,2001,9220.532319391636
BARDINETO,9009,2004,10117.647058823528
BARDINETO,9009,2011,12808.988764044945
BARDINETO,9009,2015,14076.57657657658
BARDINETO,9009,2019,13921.052631578948
BARDINETO,9009,2020,14388.297872340425
BARDINETO,9009,2021,15000
BARDINETO,9009,2022,16065.44502617801
BARDOLINO,23006,2001,9941.520467836259
BARDOLINO,23006,2004,12838.76050420168
BARDOLINO,23006,2011,14918.032786885247
BARDOLINO,23006,2015,17530.915576694413
BARDOLINO,23006,2019,18649.71098265896
BARDOLINO,23006,2020,16755.39811066127
BARDOLINO,23006,2021,17805.59299191375
BARDOLINO,23006,2022,19780.618311533886
BARDONECCHIA,1022,2001,13463.541666666668
BARDONECCHIA,1022,2004,14980.964467005075
BARDONECCHIA,1022,2011,17637.426900584796
BARDONECCHIA,1022,2015,18459.81452859351
BARDONECCHIA,1022,2019,19236.024844720498
BARDONECCHIA,1022,2020,18929.883138564273
BARDONECCHIA,1022,2021,19125
BARDONECCHIA,1022,2022,20602.195945945947
BAREGGIO,15012,2001,16224.941451990631
BAREGGIO,15012,2004,17685.27975133215
BAREGGIO,15012,2011,20141.203703703704
BAREGGIO,15012,2015,20978.20629849384
BAREGGIO,15012,2019,21724.350046425254
BAREGGIO,15012,2020,21396.51051625239
BAREGGIO,15012,2021,21942.136150234743
BAREGGIO,15012,2022,22909.36160076227
BARENGO,3012,2001,12046.979865771813
BARENGO,3012,2004,12877.697841726618
BARENGO,3012,2011,17419.087136929462
BARENGO,3012,2015,18125
BARENGO,3012,2019,20551.40186915888
BARENGO,3012,2020,20449.54128440367
BARENGO,3012,2021,20859.296482412057
BARENGO,3012,2022,21782.38341968912
BARESSA,95012,2001,6873.449131513648
BARESSA,95012,2004,7520.891364902506
BARESSA,95012,2011,9459.930313588851
BARESSA,95012,2015,10028.735632183907
BARESSA,95012,2019,10000
BARESSA,95012,2020,10958.90410958904
BARESSA,95012,2021,11442.307692307693
BARESSA,95012,2022,12408.536585365853
BARETE,66008,2001,9977.67857142857
BARETE,66008,2004,11737.80487804878
BARETE,66008,2011,14418.60465116279
BARETE,66008,2015,15423.076923076924
BARETE,66008,2019,15748
BARETE,66008,2020,16301.526717557252
BARETE,66008,2021,16736.84210526316
BARETE,66008,2022,17853.38345864662
BARGA,46003,2001,12873.831775700935
BARGA,46003,2004,14383.65650969529
BARGA,46003,2011,17121.120228326792
BARGA,46003,2015,18290.965092402465
BARGA,46003,2019,18759.25925925926
BARGA,46003,2020,18742.78846153846
BARGA,46003,2021,19243.679163034
BARGA,46003,2022,20149.55752212389
BARGAGLI,10003,2001,13108.882521489972
BARGAGLI,10003,2004,14330.808080808081
BARGAGLI,10003,2011,17245.51724137931
BARGAGLI,10003,2015,18509.360374414977
BARGAGLI,10003,2019,19315.78947368421
BARGAGLI,10003,2020,18911.519198664442
BARGAGLI,10003,2021,19505.80431177446
BARGAGLI,10003,2022,19982.352941176472
BARGE,4012,2001,10167.669819432504
BARGE,4012,2004,11433.333333333334
BARGE,4012,2011,13797.747306562194
BARGE,4012,2015,14618.556701030928
BARGE,4012,2019,16138.728323699423
BARGE,4012,2020,15843.915343915343
BARGE,4012,2021,16521.089161772557
BARGE,4012,2022,17356.327800829873
BARGHE,17012,2001,13317.307692307691
BARGHE,17012,2004,14946.043165467625
BARGHE,17012,2011,17871.06918238994
BARGHE,17012,2015,19832.7868852459
BARGHE,17012,2019,20360
BARGHE,17012,2020,19913.60294117647
BARGHE,17012,2021,20775
BARGHE,17012,2022,21600
BARI,72006,2001,13254.074235569848
BARI,72006,2004,14611.201573012993
BARI,72006,2011,16688.84991533331
BARI,72006,2015,17140.260004062562
BARI,72006,2019,17516.841002226756
BARI,72006,2020,17447.50262630121
BARI,72006,2021,18014.389755754048
BARI,72006,2022,18974.02998076295
BARI SARDO,91005,2001,8245.997088791848
BARI SARDO,91005,2004,8925.406203840474
BARI SARDO,91005,2019,13773.854961832063
BARI SARDO,91005,2020,13733.695652173912
BARI SARDO,91005,2021,14268.42105263158
BARI SARDO,91005,2022,14979.797979797979
BARI SARDO,105002,2011,11597.782258064517
BARI SARDO,105002,2015,12918.994413407821
BARIANO,16020,2001,14193.14381270903
BARIANO,16020,2004,16303.966789667898
BARIANO,16020,2011,18168.80733944954
BARIANO,16020,2015,19037.23404255319
BARIANO,16020,2019,20113.94712853236
BARIANO,16020,2020,19898.825654923217
BARIANO,16020,2021,20706.846673095468
BARIANO,16020,2022,21427.083333333332
BARICELLA,37003,2001,13819.320214669051
BARICELLA,37003,2004,14805.996472663139
BARICELLA,37003,2011,17274.353876739562
BARICELLA,37003,2015,18615.503875968992
BARICELLA,37003,2019,19388.835186080232
BARICELLA,37003,2020,19389.294403892945
BARICELLA,37003,2021,19953.18532818533
BARICELLA,37003,2022,20689.287445467766
BARILE,76011,2001,8427.947598253275
BARILE,76011,2004,9023.041474654377
BARILE,76011,2011,11029.411764705883
BARILE,76011,2015,12560.763888888889
BARILE,76011,2019,13445.454545454544
