mun,zip,prov,year,geom_id,bin_pop,percentile_bin,r_bin
CARDITO,NA,NA,2011,NA,0.3138704235947637,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARDITO,NA,NA,2011,NA,0.057430560609878056,"[0.9,1)","[4.53e+04,Inf)"
CAREGGINE,NA,LU,2011,NujS,0.6535546306926674,"[0,0.5)","[0,1.6e+04)"
CAREGGINE,NA,LU,2011,NujS,0.323561180615657,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAREGGINE,NA,LU,2011,NujS,0.022884188691675633,"[0.9,1)","[4.53e+04,Inf)"
CAREMA,NA,TO,2011,Agns,0.4971053728113312,"[0,0.5)","[0,1.6e+04)"
CAREMA,NA,TO,2011,Agns,0.43507649318281444,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAREMA,NA,TO,2011,Agns,0.06781813400585435,"[0.9,1)","[4.53e+04,Inf)"
CARENNO,NA,LC,2011,n0Ta,0.47629307590749476,"[0,0.5)","[0,1.6e+04)"
CARENNO,NA,LC,2011,n0Ta,0.44369167715549623,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARENNO,NA,LC,2011,n0Ta,0.08001524693700901,"[0.9,1)","[4.53e+04,Inf)"
CARENTINO,NA,AL,2011,cUFu,0.42709600885807086,"[0,0.5)","[0,1.6e+04)"
CARENTINO,NA,AL,2011,cUFu,0.4710085799040218,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARENTINO,NA,AL,2011,cUFu,0.10189541123790735,"[0.9,1)","[4.53e+04,Inf)"
CARERI,NA,RC,2011,3THv,0.8194807121513252,"[0,0.5)","[0,1.6e+04)"
CARERI,NA,RC,2011,3THv,0.16758118756020757,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARERI,NA,RC,2011,3THv,0.012938100288467203,"[0.9,1)","[4.53e+04,Inf)"
CARESANA,NA,VC,2011,Ab0s,0.5002812584577914,"[0,0.5)","[0,1.6e+04)"
CARESANA,NA,VC,2011,Ab0s,0.4511236935139584,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARESANA,NA,VC,2011,Ab0s,0.04859504802825021,"[0.9,1)","[4.53e+04,Inf)"
CARESANABLOT,NA,VC,2011,p6nk,0.3586969347028486,"[0,0.5)","[0,1.6e+04)"
CARESANABLOT,NA,VC,2011,p6nk,0.4948929493175822,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARESANABLOT,NA,VC,2011,p6nk,0.1464101159795692,"[0.9,1)","[4.53e+04,Inf)"
CAREZZANO,NA,AL,2011,Ug6L,0.48234921425570987,"[0,0.5)","[0,1.6e+04)"
CAREZZANO,NA,AL,2011,Ug6L,0.41854929464862956,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAREZZANO,NA,AL,2011,Ug6L,0.09910149109566058,"[0.9,1)","[4.53e+04,Inf)"
CARFIZZI,NA,KR,2011,M3bP,0.8121284606573671,"[0,0.5)","[0,1.6e+04)"
CARFIZZI,NA,KR,2011,M3bP,0.16375968772536398,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARFIZZI,NA,KR,2011,M3bP,0.02411185161726892,"[0.9,1)","[4.53e+04,Inf)"
CARGEGHE,NA,SS,2011,rIJL,0.6125481422716803,"[0,0.5)","[0,1.6e+04)"
CARGEGHE,NA,SS,2011,rIJL,0.3440766701985075,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARGEGHE,NA,SS,2011,rIJL,0.043375187529812176,"[0.9,1)","[4.53e+04,Inf)"
CARIATI,NA,CS,2011,nWL8,0.7462314229952924,"[0,0.5)","[0,1.6e+04)"
CARIATI,NA,CS,2011,nWL8,0.2037959205942106,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARIATI,NA,CS,2011,nWL8,0.049972656410496974,"[0.9,1)","[4.53e+04,Inf)"
CARIFE,NA,AV,2011,9UOv,0.7229573781113753,"[0,0.5)","[0,1.6e+04)"
CARIFE,NA,AV,2011,9UOv,0.23743750171556854,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARIFE,NA,AV,2011,9UOv,0.039605120173056174,"[0.9,1)","[4.53e+04,Inf)"
CARIGNANO,NA,TO,2011,psXk,0.44385597245778174,"[0,0.5)","[0,1.6e+04)"
CARIGNANO,NA,TO,2011,psXk,0.4601110669847719,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARIGNANO,NA,TO,2011,psXk,0.09603296055744637,"[0.9,1)","[4.53e+04,Inf)"
CARIMATE,NA,CO,2011,e4i6,0.38796224324626727,"[0,0.5)","[0,1.6e+04)"
CARIMATE,NA,CO,2011,e4i6,0.4401341164264213,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARIMATE,NA,CO,2011,e4i6,0.17190364032731142,"[0.9,1)","[4.53e+04,Inf)"
CARINARO,NA,CE,2011,JyeY,0.6232623087609577,"[0,0.5)","[0,1.6e+04)"
CARINARO,NA,CE,2011,JyeY,0.32221271777213467,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARINARO,NA,CE,2011,JyeY,0.054524973466907656,"[0.9,1)","[4.53e+04,Inf)"
CARINI,NA,PA,2011,3TVm,0.6079903908465719,"[0,0.5)","[0,1.6e+04)"
CARINI,NA,PA,2011,3TVm,0.32626700978649914,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARINI,NA,PA,2011,3TVm,0.06574259936692894,"[0.9,1)","[4.53e+04,Inf)"
CARINOLA,NA,CE,2011,tCgB,0.6572801691886074,"[0,0.5)","[0,1.6e+04)"
CARINOLA,NA,CE,2011,tCgB,0.28520372459574606,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARINOLA,NA,CE,2011,tCgB,0.05751610621564651,"[0.9,1)","[4.53e+04,Inf)"
CARISIO,NA,VC,2011,hDBv,0.44806535901312944,"[0,0.5)","[0,1.6e+04)"
CARISIO,NA,VC,2011,hDBv,0.48165165436363194,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARISIO,NA,VC,2011,hDBv,0.07028298662323862,"[0.9,1)","[4.53e+04,Inf)"
CARLANTINO,NA,FG,2011,DzL7,0.7418693142713474,"[0,0.5)","[0,1.6e+04)"
CARLANTINO,NA,FG,2011,DzL7,0.23043175457628917,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARLANTINO,NA,FG,2011,DzL7,0.027698931152363437,"[0.9,1)","[4.53e+04,Inf)"
CARLAZZO,NA,CO,2011,s1o8,0.6502234345027099,"[0,0.5)","[0,1.6e+04)"
CARLAZZO,NA,CO,2011,s1o8,0.29421933002523437,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARLAZZO,NA,CO,2011,s1o8,0.05555723547205571,"[0.9,1)","[4.53e+04,Inf)"
CARLENTINI,NA,SR,2011,86jJ,0.6170553155591971,"[0,0.5)","[0,1.6e+04)"
CARLENTINI,NA,SR,2011,86jJ,0.31773989066445396,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARLENTINI,NA,SR,2011,86jJ,0.06520479377634891,"[0.9,1)","[4.53e+04,Inf)"
CARLINO,NA,UD,2011,sh08,0.4912237443725971,"[0,0.5)","[0,1.6e+04)"
CARLINO,NA,UD,2011,sh08,0.434844357439526,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARLINO,NA,UD,2011,sh08,0.07393189818787693,"[0.9,1)","[4.53e+04,Inf)"
CARLOFORTE,NA,CI,2011,NA,0.5585473948649261,"[0,0.5)","[0,1.6e+04)"
CARLOFORTE,NA,CI,2011,NA,0.3457002986616834,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARLOFORTE,NA,CI,2011,NA,0.0957523064733905,"[0.9,1)","[4.53e+04,Inf)"
CARLOPOLI,NA,CZ,2011,6VPI,0.724718130686496,"[0,0.5)","[0,1.6e+04)"
CARLOPOLI,NA,CZ,2011,6VPI,0.23801354131905494,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARLOPOLI,NA,CZ,2011,6VPI,0.03726832799444901,"[0.9,1)","[4.53e+04,Inf)"
CARMAGNOLA,NA,TO,2011,n1rq,0.44458570672037,"[0,0.5)","[0,1.6e+04)"
CARMAGNOLA,NA,TO,2011,n1rq,0.4615553378943089,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARMAGNOLA,NA,TO,2011,n1rq,0.09385895538532107,"[0.9,1)","[4.53e+04,Inf)"
CARMIANO,NA,LE,2011,Q8r8,0.6848273410804346,"[0,0.5)","[0,1.6e+04)"
CARMIANO,NA,LE,2011,Q8r8,0.26848223010110484,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARMIANO,NA,LE,2011,Q8r8,0.04669042881846053,"[0.9,1)","[4.53e+04,Inf)"
CARMIGNANO,NA,PO,2011,uEzY,0.47990285229517715,"[0,0.5)","[0,1.6e+04)"
CARMIGNANO,NA,PO,2011,uEzY,0.4253878243502994,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARMIGNANO,NA,PO,2011,uEzY,0.09470932335452342,"[0.9,1)","[4.53e+04,Inf)"
CARMIGNANO DI BRENTA,NA,PD,2011,eRT6,0.45995272793695996,"[0,0.5)","[0,1.6e+04)"
CARMIGNANO DI BRENTA,NA,PD,2011,eRT6,0.45392673564903385,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARMIGNANO DI BRENTA,NA,PD,2011,eRT6,0.08612053641400619,"[0.9,1)","[4.53e+04,Inf)"
CARNAGO,NA,VA,2011,OLAJ,0.3756294639209833,"[0,0.5)","[0,1.6e+04)"
CARNAGO,NA,VA,2011,OLAJ,0.5223649907972568,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARNAGO,NA,VA,2011,OLAJ,0.10200554528175987,"[0.9,1)","[4.53e+04,Inf)"
CARNATE,NA,MB,2011,5sKa,0.36547987064120513,"[0,0.5)","[0,1.6e+04)"
CARNATE,NA,MB,2011,5sKa,0.49233404693240723,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARNATE,NA,MB,2011,5sKa,0.14218608242638764,"[0.9,1)","[4.53e+04,Inf)"
CAROBBIO DEGLI ANGELI,NA,BG,2011,rUtC,0.43607733174332886,"[0,0.5)","[0,1.6e+04)"
CAROBBIO DEGLI ANGELI,NA,BG,2011,rUtC,0.4691623601799627,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAROBBIO DEGLI ANGELI,NA,BG,2011,rUtC,0.09476030807670843,"[0.9,1)","[4.53e+04,Inf)"
CAROLEI,NA,CS,2011,9Umc,0.6184850811476348,"[0,0.5)","[0,1.6e+04)"
CAROLEI,NA,CS,2011,9Umc,0.3042083014691739,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAROLEI,NA,CS,2011,9Umc,0.07730661738319133,"[0.9,1)","[4.53e+04,Inf)"
CARONA,NA,BG,2011,8CsR,0.48286028785159496,"[0,0.5)","[0,1.6e+04)"
CARONA,NA,BG,2011,8CsR,0.43261343901889315,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARONA,NA,BG,2011,8CsR,0.08452627312951189,"[0.9,1)","[4.53e+04,Inf)"
CARONIA,NA,ME,2011,5sfZ,0.7610190120712236,"[0,0.5)","[0,1.6e+04)"
CARONIA,NA,ME,2011,5sfZ,0.21109978060695556,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARONIA,NA,ME,2011,5sfZ,0.027881207321820867,"[0.9,1)","[4.53e+04,Inf)"
CARONNO PERTUSELLA,NA,VA,2011,AmNs,0.36172188915418185,"[0,0.5)","[0,1.6e+04)"
CARONNO PERTUSELLA,NA,VA,2011,AmNs,0.5209141177459597,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARONNO PERTUSELLA,NA,VA,2011,AmNs,0.11736399309985845,"[0.9,1)","[4.53e+04,Inf)"
CARONNO VARESINO,NA,VA,2011,prlk,0.3829127784103914,"[0,0.5)","[0,1.6e+04)"
CARONNO VARESINO,NA,VA,2011,prlk,0.515884079770921,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARONNO VARESINO,NA,VA,2011,prlk,0.10120314181868761,"[0.9,1)","[4.53e+04,Inf)"
CAROSINO,NA,TA,2011,yShc,0.5421165203024497,"[0,0.5)","[0,1.6e+04)"
CAROSINO,NA,TA,2011,yShc,0.3908496711074714,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAROSINO,NA,TA,2011,yShc,0.0670338085900789,"[0.9,1)","[4.53e+04,Inf)"
CAROVIGNO,NA,BR,2011,ARdq,0.7034812921115358,"[0,0.5)","[0,1.6e+04)"
CAROVIGNO,NA,BR,2011,ARdq,0.25789441469278385,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAROVIGNO,NA,BR,2011,ARdq,0.03862429319568039,"[0.9,1)","[4.53e+04,Inf)"
CAROVILLI,NA,IS,2011,Q8h7,0.6383125038960736,"[0,0.5)","[0,1.6e+04)"
CAROVILLI,NA,IS,2011,Q8h7,0.3066695837161616,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CAROVILLI,NA,IS,2011,Q8h7,0.05501791238776477,"[0.9,1)","[4.53e+04,Inf)"
CARPANETO PIACENTINO,NA,PC,2011,VHZX,0.46686420924140837,"[0,0.5)","[0,1.6e+04)"
CARPANETO PIACENTINO,NA,PC,2011,VHZX,0.43393610498116364,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPANETO PIACENTINO,NA,PC,2011,VHZX,0.09919968577742799,"[0.9,1)","[4.53e+04,Inf)"
CARPANZANO,NA,CS,2011,xi3a,0.7380841918902099,"[0,0.5)","[0,1.6e+04)"
CARPANZANO,NA,CS,2011,xi3a,0.2323787898786358,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPANZANO,NA,CS,2011,xi3a,0.02953701823115429,"[0.9,1)","[4.53e+04,Inf)"
CARPASIO,NA,IM,2011,NA,0.6839147014135109,"[0,0.5)","[0,1.6e+04)"
CARPASIO,NA,IM,2011,NA,0.3014648447001408,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPASIO,NA,IM,2011,NA,0.014620453886348361,"[0.9,1)","[4.53e+04,Inf)"
CARPEGNA,NA,PU,2011,eH3C,0.5775116391483798,"[0,0.5)","[0,1.6e+04)"
CARPEGNA,NA,PU,2011,eH3C,0.3689589869535229,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPEGNA,NA,PU,2011,eH3C,0.05352937389809731,"[0.9,1)","[4.53e+04,Inf)"
CARPENEDOLO,NA,BS,2011,vQZm,0.479489120092615,"[0,0.5)","[0,1.6e+04)"
CARPENEDOLO,NA,BS,2011,vQZm,0.4436369283335071,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPENEDOLO,NA,BS,2011,vQZm,0.07687395157387789,"[0.9,1)","[4.53e+04,Inf)"
CARPENETO,NA,AL,2011,bOOZ,0.5114455670663549,"[0,0.5)","[0,1.6e+04)"
CARPENETO,NA,AL,2011,bOOZ,0.40426095131422435,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPENETO,NA,AL,2011,bOOZ,0.08429348161942074,"[0.9,1)","[4.53e+04,Inf)"
CARPI,NA,MO,2011,seRT,0.4588028114065231,"[0,0.5)","[0,1.6e+04)"
CARPI,NA,MO,2011,seRT,0.44876715492650177,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPI,NA,MO,2011,seRT,0.09243003366697511,"[0.9,1)","[4.53e+04,Inf)"
CARPIANO,NA,MI,2011,qIb3,0.35336754629510414,"[0,0.5)","[0,1.6e+04)"
CARPIANO,NA,MI,2011,qIb3,0.51776661183696715,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPIANO,NA,MI,2011,qIb3,0.1288658418679287,"[0.9,1)","[4.53e+04,Inf)"
CARPIGNANO SALENTINO,NA,LE,2011,86Ig,0.7242988354133412,"[0,0.5)","[0,1.6e+04)"
CARPIGNANO SALENTINO,NA,LE,2011,86Ig,0.24199082473827316,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPIGNANO SALENTINO,NA,LE,2011,86Ig,0.03371033984838567,"[0.9,1)","[4.53e+04,Inf)"
CARPIGNANO SESIA,NA,NO,2011,HZaV,0.49170858997760636,"[0,0.5)","[0,1.6e+04)"
CARPIGNANO SESIA,NA,NO,2011,HZaV,0.4254211858288852,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPIGNANO SESIA,NA,NO,2011,HZaV,0.08287022419350842,"[0.9,1)","[4.53e+04,Inf)"
CARPINETI,NA,RE,2011,q5P3,0.4955230380497713,"[0,0.5)","[0,1.6e+04)"
CARPINETI,NA,RE,2011,q5P3,0.42199093707420826,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPINETI,NA,RE,2011,q5P3,0.08248602487602041,"[0.9,1)","[4.53e+04,Inf)"
CARPINETO DELLA NORA,NA,PE,2011,mlp4,0.7486664752180237,"[0,0.5)","[0,1.6e+04)"
CARPINETO DELLA NORA,NA,PE,2011,mlp4,0.2238976113162363,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPINETO DELLA NORA,NA,PE,2011,mlp4,0.027435913465740036,"[0.9,1)","[4.53e+04,Inf)"
CARPINETO ROMANO,NA,RM,2011,Zq0s,0.5537605661517424,"[0,0.5)","[0,1.6e+04)"
CARPINETO ROMANO,NA,RM,2011,Zq0s,0.39078281691100103,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPINETO ROMANO,NA,RM,2011,Zq0s,0.055456616937256564,"[0.9,1)","[4.53e+04,Inf)"
CARPINETO SINELLO,NA,CH,2011,xiUR,0.6983791303700186,"[0,0.5)","[0,1.6e+04)"
CARPINETO SINELLO,NA,CH,2011,xiUR,0.286402884150017,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPINETO SINELLO,NA,CH,2011,xiUR,0.015217985479964335,"[0.9,1)","[4.53e+04,Inf)"
CARPINO,NA,FG,2011,mlfW,0.8257584448772937,"[0,0.5)","[0,1.6e+04)"
CARPINO,NA,FG,2011,mlfW,0.15034679586252242,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPINO,NA,FG,2011,mlfW,0.023894759260183918,"[0.9,1)","[4.53e+04,Inf)"
CARPINONE,NA,IS,2011,Q8hd,0.6827356633274791,"[0,0.5)","[0,1.6e+04)"
CARPINONE,NA,IS,2011,Q8hd,0.2876591822978113,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARPINONE,NA,IS,2011,Q8hd,0.029605154374709564,"[0.9,1)","[4.53e+04,Inf)"
CARRARA,NA,MS,2011,xic9,0.46993007219783367,"[0,0.5)","[0,1.6e+04)"
CARRARA,NA,MS,2011,xic9,0.42202969938094825,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARRARA,NA,MS,2011,xic9,0.10804022842121808,"[0.9,1)","[4.53e+04,Inf)"
CARRE,NA,VI,2011,LFbp,0.42078554792995926,"[0,0.5)","[0,1.6e+04)"
CARRE,NA,VI,2011,LFbp,0.4855143353112643,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARRE,NA,VI,2011,LFbp,0.09370011675877643,"[0.9,1)","[4.53e+04,Inf)"
CARREGA LIGURE,NA,AL,2011,UgHL,0.6929730153472841,"[0,0.5)","[0,1.6e+04)"
CARREGA LIGURE,NA,AL,2011,UgHL,0.28170954045458363,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARREGA LIGURE,NA,AL,2011,UgHL,0.02531744419813231,"[0.9,1)","[4.53e+04,Inf)"
CARRO,NA,SP,2011,pIPk,0.5835098032833406,"[0,0.5)","[0,1.6e+04)"
CARRO,NA,SP,2011,pIPk,0.354031946521137,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARRO,NA,SP,2011,pIPk,0.062458250195522425,"[0.9,1)","[4.53e+04,Inf)"
CARRODANO,NA,SP,2011,njkq,0.5906350567495883,"[0,0.5)","[0,1.6e+04)"
CARRODANO,NA,SP,2011,njkq,0.35920174097180824,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARRODANO,NA,SP,2011,njkq,0.05016320227860349,"[0.9,1)","[4.53e+04,Inf)"
CARROSIO,NA,AL,2011,g1dH,0.39047971458699576,"[0,0.5)","[0,1.6e+04)"
CARROSIO,NA,AL,2011,g1dH,0.5406475031475753,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARROSIO,NA,AL,2011,g1dH,0.06887278226542903,"[0.9,1)","[4.53e+04,Inf)"
CARRU,NA,CN,2011,8HYR,0.5080758889228456,"[0,0.5)","[0,1.6e+04)"
CARRU,NA,CN,2011,8HYR,0.4079176563040301,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARRU,NA,CN,2011,8HYR,0.0840064547731243,"[0.9,1)","[4.53e+04,Inf)"
CARSOLI,NA,AQ,2011,M3zV,0.5486116106077233,"[0,0.5)","[0,1.6e+04)"
CARSOLI,NA,AQ,2011,M3zV,0.3862554753844226,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARSOLI,NA,AQ,2011,M3zV,0.06513291400785404,"[0.9,1)","[4.53e+04,Inf)"
CARTIGLIANO,NA,VI,2011,PlLN,0.4859122352032158,"[0,0.5)","[0,1.6e+04)"
CARTIGLIANO,NA,VI,2011,PlLN,0.4462104319276069,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARTIGLIANO,NA,VI,2011,PlLN,0.0678773328691773,"[0.9,1)","[4.53e+04,Inf)"
CARTIGNANO,NA,CN,2011,oN0l,0.6122444668468904,"[0,0.5)","[0,1.6e+04)"
CARTIGNANO,NA,CN,2011,oN0l,0.3466911278897139,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARTIGNANO,NA,CN,2011,oN0l,0.04106440526339572,"[0.9,1)","[4.53e+04,Inf)"
CARTOCETO,NA,PU,2011,seMy,0.545464972237687,"[0,0.5)","[0,1.6e+04)"
CARTOCETO,NA,PU,2011,seMy,0.39707621197677545,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARTOCETO,NA,PU,2011,seMy,0.057458815785537576,"[0.9,1)","[4.53e+04,Inf)"
CARTOSIO,NA,AL,2011,EKAh,0.5548008170271177,"[0,0.5)","[0,1.6e+04)"
CARTOSIO,NA,AL,2011,EKAh,0.36974684178985573,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARTOSIO,NA,AL,2011,EKAh,0.07545234118302657,"[0.9,1)","[4.53e+04,Inf)"
CARTURA,NA,PD,2011,sAW8,0.4754271437257013,"[0,0.5)","[0,1.6e+04)"
CARTURA,NA,PD,2011,sAW8,0.44687582711360285,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARTURA,NA,PD,2011,sAW8,0.07769702916069587,"[0.9,1)","[4.53e+04,Inf)"
CARUGATE,NA,MI,2011,Jzda,0.37736333809230516,"[0,0.5)","[0,1.6e+04)"
CARUGATE,NA,MI,2011,Jzda,0.49930230899568484,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARUGATE,NA,MI,2011,Jzda,0.12333435291201,"[0.9,1)","[4.53e+04,Inf)"
CARUGO,NA,CO,2011,GbyU,0.4349478472727062,"[0,0.5)","[0,1.6e+04)"
CARUGO,NA,CO,2011,GbyU,0.45856399648827484,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARUGO,NA,CO,2011,GbyU,0.10648815623901897,"[0.9,1)","[4.53e+04,Inf)"
CARUNCHIO,NA,CH,2011,p5WE,0.7321738082239341,"[0,0.5)","[0,1.6e+04)"
CARUNCHIO,NA,CH,2011,p5WE,0.24055915573605346,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARUNCHIO,NA,CH,2011,p5WE,0.02726703604001246,"[0.9,1)","[4.53e+04,Inf)"
CARVICO,NA,BG,2011,a9at,0.412237869978129,"[0,0.5)","[0,1.6e+04)"
CARVICO,NA,BG,2011,a9at,0.48390757118051425,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CARVICO,NA,BG,2011,a9at,0.10385455884135675,"[0.9,1)","[4.53e+04,Inf)"
CASABONA,NA,KR,2011,p5UO,0.7316449121190699,"[0,0.5)","[0,1.6e+04)"
CASABONA,NA,KR,2011,p5UO,0.23631032136994234,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASABONA,NA,KR,2011,p5UO,0.032044766510987754,"[0.9,1)","[4.53e+04,Inf)"
CASACALENDA,NA,CB,2011,p51t,0.704295523113087,"[0,0.5)","[0,1.6e+04)"
CASACALENDA,NA,CB,2011,p51t,0.2542360668974146,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASACALENDA,NA,CB,2011,p51t,0.04146840998949841,"[0.9,1)","[4.53e+04,Inf)"
CASACANDITELLA,NA,CH,2011,se4F,0.6817924318007341,"[0,0.5)","[0,1.6e+04)"
CASACANDITELLA,NA,CH,2011,se4F,0.2893006897020546,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASACANDITELLA,NA,CH,2011,se4F,0.028906878497211297,"[0.9,1)","[4.53e+04,Inf)"
CASAGIOVE,NA,CE,2011,Nu7s,0.4994548632390245,"[0,0.5)","[0,1.6e+04)"
CASAGIOVE,NA,CE,2011,Nu7s,0.40409166736420393,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASAGIOVE,NA,CE,2011,Nu7s,0.09645346939677157,"[0.9,1)","[4.53e+04,Inf)"
CASAL CERMELLI,NA,AL,2011,VdaX,0.4935356330245523,"[0,0.5)","[0,1.6e+04)"
CASAL CERMELLI,NA,AL,2011,VdaX,0.42268126339994827,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASAL CERMELLI,NA,AL,2011,VdaX,0.08378310357549945,"[0.9,1)","[4.53e+04,Inf)"
CASAL DI PRINCIPE,NA,CE,2011,XMfm,0.7452261955666907,"[0,0.5)","[0,1.6e+04)"
CASAL DI PRINCIPE,NA,CE,2011,XMfm,0.22012702496341519,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASAL DI PRINCIPE,NA,CE,2011,XMfm,0.03464677946989414,"[0.9,1)","[4.53e+04,Inf)"
CASAL VELINO,NA,SA,2011,KAy0,0.6854695631388807,"[0,0.5)","[0,1.6e+04)"
CASAL VELINO,NA,SA,2011,KAy0,0.2571942046374237,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASAL VELINO,NA,SA,2011,KAy0,0.05733623222369555,"[0.9,1)","[4.53e+04,Inf)"
CASALANGUIDA,NA,CH,2011,rIj1,0.7107856285218168,"[0,0.5)","[0,1.6e+04)"
CASALANGUIDA,NA,CH,2011,rIj1,0.2708561667721945,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASALANGUIDA,NA,CH,2011,rIj1,0.0183582047059887,"[0.9,1)","[4.53e+04,Inf)"
CASALATTICO,NA,FR,2011,hwAw,0.7996287421712825,"[0,0.5)","[0,1.6e+04)"
CASALATTICO,NA,FR,2011,hwAw,0.17455655743140752,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASALATTICO,NA,FR,2011,hwAw,0.02581470039730993,"[0.9,1)","[4.53e+04,Inf)"
CASALBELTRAME,NA,NO,2011,eVO6,0.4337483619653568,"[0,0.5)","[0,1.6e+04)"
CASALBELTRAME,NA,NO,2011,eVO6,0.4768615024706816,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASALBELTRAME,NA,NO,2011,eVO6,0.08939013556396158,"[0.9,1)","[4.53e+04,Inf)"
CASALBORDINO,NA,CH,2011,86OL,0.634411767795057,"[0,0.5)","[0,1.6e+04)"
CASALBORDINO,NA,CH,2011,86OL,0.32445029734998565,"[0.5,0.9)","[1.6e+04,4.53e+04)"
CASALBORDINO,NA,CH,2011,86OL,0.041137934854957314,"[0.9,1)","[4.53e+04,Inf)"
CASALBORE,NA,AV,2011,xi63,0.7697453184858156,"[0,0.5)","[0,1.6e+04)"
CASALBORE,NA,AV,2011,xi63,0.20418612861408714,"[0.5,0.9)","[1.6e+04,4.53e+04)"
