mun,zip,prov,year,geom_id,bin_pop,percentile_bin,r_bin
NULE,NA,SS,2020,LKuQ,0.2436722344421558,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NULE,NA,SS,2020,LKuQ,0.028915093705461525,"[0.9,1)","[4.81e+04,Inf)"
NULVI,NA,SS,2020,PctY,0.6427152914866473,"[0,0.5)","[0,1.76e+04)"
NULVI,NA,SS,2020,PctY,0.327863522869414,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NULVI,NA,SS,2020,PctY,0.029421185643938697,"[0.9,1)","[4.81e+04,Inf)"
NUMANA,NA,AN,2020,9UQV,0.47121662494746047,"[0,0.5)","[0,1.76e+04)"
NUMANA,NA,AN,2020,9UQV,0.39294042869326945,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NUMANA,NA,AN,2020,9UQV,0.13584294635927008,"[0.9,1)","[4.81e+04,Inf)"
NUORO,NA,NU,2020,5shH,0.47329740682361204,"[0,0.5)","[0,1.76e+04)"
NUORO,NA,NU,2020,5shH,0.4197724521042336,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NUORO,NA,NU,2020,5shH,0.10693014107215437,"[0.9,1)","[4.81e+04,Inf)"
NURACHI,NA,OR,2020,Xn3k,0.654944019634597,"[0,0.5)","[0,1.76e+04)"
NURACHI,NA,OR,2020,Xn3k,0.2998591086616028,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NURACHI,NA,OR,2020,Xn3k,0.04519687170380016,"[0.9,1)","[4.81e+04,Inf)"
NURAGUS,NA,SU,2020,kQLT,0.6664039759122982,"[0,0.5)","[0,1.76e+04)"
NURAGUS,NA,SU,2020,kQLT,0.3006332964920747,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NURAGUS,NA,SU,2020,kQLT,0.03296272759562713,"[0.9,1)","[4.81e+04,Inf)"
NURALLAO,NA,SU,2020,3TnD,0.6225244488350741,"[0,0.5)","[0,1.76e+04)"
NURALLAO,NA,SU,2020,3TnD,0.3307554328448019,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NURALLAO,NA,SU,2020,3TnD,0.046720118320124016,"[0.9,1)","[4.81e+04,Inf)"
NURAMINIS,NA,SU,2020,q0M9,0.6393429493977476,"[0,0.5)","[0,1.76e+04)"
NURAMINIS,NA,SU,2020,q0M9,0.3182825542968851,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NURAMINIS,NA,SU,2020,q0M9,0.04237449630536727,"[0.9,1)","[4.81e+04,Inf)"
NURECI,NA,OR,2020,kA8E,0.7518858461962533,"[0,0.5)","[0,1.76e+04)"
NURECI,NA,OR,2020,kA8E,0.23136992933930134,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NURECI,NA,OR,2020,kA8E,0.016744224464445345,"[0.9,1)","[4.81e+04,Inf)"
NURRI,NA,SU,2020,Jy4s,0.7313028218154943,"[0,0.5)","[0,1.76e+04)"
NURRI,NA,SU,2020,Jy4s,0.24311042923239612,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NURRI,NA,SU,2020,Jy4s,0.02558674895210955,"[0.9,1)","[4.81e+04,Inf)"
NUS,NA,AO,2020,3vkW,0.45115081446181066,"[0,0.5)","[0,1.76e+04)"
NUS,NA,AO,2020,3vkW,0.45722308269296036,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NUS,NA,AO,2020,3vkW,0.09162610284522898,"[0.9,1)","[4.81e+04,Inf)"
NUSCO,NA,AV,2020,mlbi,0.6730435369047815,"[0,0.5)","[0,1.76e+04)"
NUSCO,NA,AV,2020,mlbi,0.28367426398320617,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NUSCO,NA,AV,2020,mlbi,0.043282199112012365,"[0.9,1)","[4.81e+04,Inf)"
NUVOLENTO,NA,BS,2020,DTYP,0.48446070574782474,"[0,0.5)","[0,1.76e+04)"
NUVOLENTO,NA,BS,2020,DTYP,0.43067013563393397,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NUVOLENTO,NA,BS,2020,DTYP,0.08486915861824129,"[0.9,1)","[4.81e+04,Inf)"
NUVOLERA,NA,BS,2020,mnzx,0.457888938460288,"[0,0.5)","[0,1.76e+04)"
NUVOLERA,NA,BS,2020,mnzx,0.4451685339844267,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NUVOLERA,NA,BS,2020,mnzx,0.09694252755528532,"[0.9,1)","[4.81e+04,Inf)"
NUXIS,NA,SU,2020,tCJe,0.6374799073894112,"[0,0.5)","[0,1.76e+04)"
NUXIS,NA,SU,2020,tCJe,0.32220547332481164,"[0.5,0.9)","[1.76e+04,4.81e+04)"
NUXIS,NA,SU,2020,tCJe,0.040314619285777176,"[0.9,1)","[4.81e+04,Inf)"
OCCHIEPPO INFERIORE,NA,BI,2020,uESx,0.4381232203417126,"[0,0.5)","[0,1.76e+04)"
OCCHIEPPO INFERIORE,NA,BI,2020,uESx,0.47957295174823,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OCCHIEPPO INFERIORE,NA,BI,2020,uESx,0.08230382791005741,"[0.9,1)","[4.81e+04,Inf)"
OCCHIEPPO SUPERIORE,NA,BI,2020,Otb3,0.4508639651698645,"[0,0.5)","[0,1.76e+04)"
OCCHIEPPO SUPERIORE,NA,BI,2020,Otb3,0.454920238158689,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OCCHIEPPO SUPERIORE,NA,BI,2020,Otb3,0.09421579667144653,"[0.9,1)","[4.81e+04,Inf)"
OCCHIOBELLO,NA,RO,2020,zO7c,0.43106664884557505,"[0,0.5)","[0,1.76e+04)"
OCCHIOBELLO,NA,RO,2020,zO7c,0.4716826096151638,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OCCHIOBELLO,NA,RO,2020,zO7c,0.09725074153926117,"[0.9,1)","[4.81e+04,Inf)"
OCCIMIANO,NA,AL,2020,OiuJ,0.47143755901281087,"[0,0.5)","[0,1.76e+04)"
OCCIMIANO,NA,AL,2020,OiuJ,0.46033771816096175,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OCCIMIANO,NA,AL,2020,OiuJ,0.06822472282622738,"[0.9,1)","[4.81e+04,Inf)"
OCRE,NA,AQ,2020,2hqt,0.45142445908685824,"[0,0.5)","[0,1.76e+04)"
OCRE,NA,AQ,2020,2hqt,0.4482587767115437,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OCRE,NA,AQ,2020,2hqt,0.10031676420159807,"[0.9,1)","[4.81e+04,Inf)"
ODALENGO GRANDE,NA,AL,2020,Aqds,0.5403776485386441,"[0,0.5)","[0,1.76e+04)"
ODALENGO GRANDE,NA,AL,2020,Aqds,0.3912229272338027,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ODALENGO GRANDE,NA,AL,2020,Aqds,0.06839942422755318,"[0.9,1)","[4.81e+04,Inf)"
ODALENGO PICCOLO,NA,AL,2020,pX0k,0.5059424566453232,"[0,0.5)","[0,1.76e+04)"
ODALENGO PICCOLO,NA,AL,2020,pX0k,0.38834429994484754,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ODALENGO PICCOLO,NA,AL,2020,pX0k,0.10571324340982924,"[0.9,1)","[4.81e+04,Inf)"
ODERZO,NA,TV,2020,5sZP,0.43881293117099046,"[0,0.5)","[0,1.76e+04)"
ODERZO,NA,TV,2020,5sZP,0.43981382655575424,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ODERZO,NA,TV,2020,5sZP,0.1213732422732553,"[0.9,1)","[4.81e+04,Inf)"
ODOLO,NA,BS,2020,5NHQ,0.4311271632769291,"[0,0.5)","[0,1.76e+04)"
ODOLO,NA,BS,2020,5NHQ,0.45361799594912644,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ODOLO,NA,BS,2020,5NHQ,0.11525484077394443,"[0.9,1)","[4.81e+04,Inf)"
OFENA,NA,AQ,2020,HbP9,0.757864348222621,"[0,0.5)","[0,1.76e+04)"
OFENA,NA,AQ,2020,HbP9,0.22681257577588232,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OFENA,NA,AQ,2020,HbP9,0.015323076001496627,"[0.9,1)","[4.81e+04,Inf)"
OFFAGNA,NA,AN,2020,xiuF,0.4592297856243526,"[0,0.5)","[0,1.76e+04)"
OFFAGNA,NA,AN,2020,xiuF,0.4492194310036563,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OFFAGNA,NA,AN,2020,xiuF,0.09155078337199107,"[0.9,1)","[4.81e+04,Inf)"
OFFANENGO,NA,CR,2020,QwJA,0.4159628487563531,"[0,0.5)","[0,1.76e+04)"
OFFANENGO,NA,CR,2020,QwJA,0.47723677065420783,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OFFANENGO,NA,CR,2020,QwJA,0.10680038058943908,"[0.9,1)","[4.81e+04,Inf)"
OFFIDA,NA,AP,2020,EjMq,0.5947825372288771,"[0,0.5)","[0,1.76e+04)"
OFFIDA,NA,AP,2020,EjMq,0.3526412502790628,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OFFIDA,NA,AP,2020,EjMq,0.052576212492060126,"[0.9,1)","[4.81e+04,Inf)"
OFFLAGA,NA,BS,2020,MG4n,0.4829392384230793,"[0,0.5)","[0,1.76e+04)"
OFFLAGA,NA,BS,2020,MG4n,0.44121602474223764,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OFFLAGA,NA,BS,2020,MG4n,0.07584473683468307,"[0.9,1)","[4.81e+04,Inf)"
OGGEBBIO,NA,VB,2020,hw2v,0.6952295255207863,"[0,0.5)","[0,1.76e+04)"
OGGEBBIO,NA,VB,2020,hw2v,0.2606708529043721,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OGGEBBIO,NA,VB,2020,hw2v,0.044099621574841597,"[0.9,1)","[4.81e+04,Inf)"
OGGIONA CON SANTO STEFANO,NA,VA,2020,lR5i,0.42005934096373687,"[0,0.5)","[0,1.76e+04)"
OGGIONA CON SANTO STEFANO,NA,VA,2020,lR5i,0.4854105658002048,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OGGIONA CON SANTO STEFANO,NA,VA,2020,lR5i,0.09453009323605832,"[0.9,1)","[4.81e+04,Inf)"
OGGIONO,NA,LC,2020,QR6N,0.40460853597248153,"[0,0.5)","[0,1.76e+04)"
OGGIONO,NA,LC,2020,QR6N,0.4668123706883553,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OGGIONO,NA,LC,2020,QR6N,0.12857909333916318,"[0.9,1)","[4.81e+04,Inf)"
OGLIANICO,NA,TO,2020,PBgN,0.4074645674680149,"[0,0.5)","[0,1.76e+04)"
OGLIANICO,NA,TO,2020,PBgN,0.4908881764130157,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OGLIANICO,NA,TO,2020,PBgN,0.10164725611896941,"[0.9,1)","[4.81e+04,Inf)"
OGLIASTRO CILENTO,NA,SA,2020,LKyY,0.6577301004055016,"[0,0.5)","[0,1.76e+04)"
OGLIASTRO CILENTO,NA,SA,2020,LKyY,0.2967224257144707,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OGLIASTRO CILENTO,NA,SA,2020,LKyY,0.04554747388002767,"[0.9,1)","[4.81e+04,Inf)"
OLBIA,NA,SS,2020,KAEm,0.5669817621129405,"[0,0.5)","[0,1.76e+04)"
OLBIA,NA,SS,2020,KAEm,0.3550591243981843,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLBIA,NA,SS,2020,KAEm,0.07795911348887519,"[0.9,1)","[4.81e+04,Inf)"
OLCENENGO,NA,VC,2020,OIJL,0.4568282428162625,"[0,0.5)","[0,1.76e+04)"
OLCENENGO,NA,VC,2020,OIJL,0.4807550070990016,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLCENENGO,NA,VC,2020,OIJL,0.062416750084735906,"[0.9,1)","[4.81e+04,Inf)"
OLDENICO,NA,VC,2020,AXs1,0.48276414768773585,"[0,0.5)","[0,1.76e+04)"
OLDENICO,NA,VC,2020,AXs1,0.4370240392921237,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLDENICO,NA,VC,2020,AXs1,0.08021181302014047,"[0.9,1)","[4.81e+04,Inf)"
OLEGGIO,NA,NO,2020,izmD,0.41967078000898983,"[0,0.5)","[0,1.76e+04)"
OLEGGIO,NA,NO,2020,izmD,0.4720681005943441,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLEGGIO,NA,NO,2020,izmD,0.10826111939666605,"[0.9,1)","[4.81e+04,Inf)"
OLEGGIO CASTELLO,NA,NO,2020,6X8g,0.41008420127148537,"[0,0.5)","[0,1.76e+04)"
OLEGGIO CASTELLO,NA,NO,2020,6X8g,0.45796241074172594,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLEGGIO CASTELLO,NA,NO,2020,6X8g,0.13195338798678868,"[0.9,1)","[4.81e+04,Inf)"
OLEVANO DI LOMELLINA,NA,PV,2020,5PgQ,0.48111312237940324,"[0,0.5)","[0,1.76e+04)"
OLEVANO DI LOMELLINA,NA,PV,2020,5PgQ,0.4600298303435663,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLEVANO DI LOMELLINA,NA,PV,2020,5PgQ,0.05885704727703045,"[0.9,1)","[4.81e+04,Inf)"
OLEVANO ROMANO,NA,RM,2020,FLHS,0.5622200768064167,"[0,0.5)","[0,1.76e+04)"
OLEVANO ROMANO,NA,RM,2020,FLHS,0.3700496981135626,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLEVANO ROMANO,NA,RM,2020,FLHS,0.06773022508002069,"[0.9,1)","[4.81e+04,Inf)"
OLEVANO SUL TUSCIANO,NA,SA,2020,PcbC,0.6715615585315687,"[0,0.5)","[0,1.76e+04)"
OLEVANO SUL TUSCIANO,NA,SA,2020,PcbC,0.28971678006175683,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLEVANO SUL TUSCIANO,NA,SA,2020,PcbC,0.038721661406674435,"[0.9,1)","[4.81e+04,Inf)"
OLGIATE COMASCO,NA,CO,2020,8DbR,0.47701740825019023,"[0,0.5)","[0,1.76e+04)"
OLGIATE COMASCO,NA,CO,2020,8DbR,0.43205194763080124,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLGIATE COMASCO,NA,CO,2020,8DbR,0.09093064411900853,"[0.9,1)","[4.81e+04,Inf)"
OLGIATE MOLGORA,NA,LC,2020,8gV2,0.4111331017843672,"[0,0.5)","[0,1.76e+04)"
OLGIATE MOLGORA,NA,LC,2020,8gV2,0.46941024390192293,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLGIATE MOLGORA,NA,LC,2020,8gV2,0.11945665431370989,"[0.9,1)","[4.81e+04,Inf)"
OLGIATE OLONA,NA,VA,2020,yL9r,0.387532671852247,"[0,0.5)","[0,1.76e+04)"
OLGIATE OLONA,NA,VA,2020,yL9r,0.4709583448796211,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLGIATE OLONA,NA,VA,2020,yL9r,0.14150898326813188,"[0.9,1)","[4.81e+04,Inf)"
OLGINATE,NA,LC,2020,VM30,0.4259623456003244,"[0,0.5)","[0,1.76e+04)"
OLGINATE,NA,LC,2020,VM30,0.4737571582659865,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLGINATE,NA,LC,2020,VM30,0.10028049613368906,"[0.9,1)","[4.81e+04,Inf)"
OLIENA,NA,NU,2020,FLNs,0.5992698006899545,"[0,0.5)","[0,1.76e+04)"
OLIENA,NA,NU,2020,FLNs,0.3500183400535538,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIENA,NA,NU,2020,FLNs,0.05071185925649169,"[0.9,1)","[4.81e+04,Inf)"
OLIVA GESSI,NA,PV,2020,MFdn,0.5676960065294847,"[0,0.5)","[0,1.76e+04)"
OLIVA GESSI,NA,PV,2020,MFdn,0.3523509033678093,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVA GESSI,NA,PV,2020,MFdn,0.07995309010270601,"[0.9,1)","[4.81e+04,Inf)"
OLIVADI,NA,CZ,2020,LKSB,0.6905267514486363,"[0,0.5)","[0,1.76e+04)"
OLIVADI,NA,CZ,2020,LKSB,0.275164915840014,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVADI,NA,CZ,2020,LKSB,0.0343083327113497,"[0.9,1)","[4.81e+04,Inf)"
OLIVERI,NA,ME,2020,Q8xH,0.711359952896452,"[0,0.5)","[0,1.76e+04)"
OLIVERI,NA,ME,2020,Q8xH,0.24555094318291182,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVERI,NA,ME,2020,Q8xH,0.04308910392063614,"[0.9,1)","[4.81e+04,Inf)"
OLIVETO CITRA,NA,SA,2020,CvA7,0.6843118307322571,"[0,0.5)","[0,1.76e+04)"
OLIVETO CITRA,NA,SA,2020,CvA7,0.27810863371753136,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVETO CITRA,NA,SA,2020,CvA7,0.03757953555021154,"[0.9,1)","[4.81e+04,Inf)"
OLIVETO LARIO,NA,LC,2020,uhwF,0.481317432930498,"[0,0.5)","[0,1.76e+04)"
OLIVETO LARIO,NA,LC,2020,uhwF,0.4133706731411526,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVETO LARIO,NA,LC,2020,uhwF,0.10531189392834939,"[0.9,1)","[4.81e+04,Inf)"
OLIVETO LUCANO,NA,MT,2020,Zqpz,0.7200589651431468,"[0,0.5)","[0,1.76e+04)"
OLIVETO LUCANO,NA,MT,2020,Zqpz,0.25644068928897834,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVETO LUCANO,NA,MT,2020,Zqpz,0.023500345567874836,"[0.9,1)","[4.81e+04,Inf)"
OLIVETTA SAN MICHELE,NA,IM,2020,ctJu,0.5973056898563733,"[0,0.5)","[0,1.76e+04)"
OLIVETTA SAN MICHELE,NA,IM,2020,ctJu,0.36384247681596826,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVETTA SAN MICHELE,NA,IM,2020,ctJu,0.0388518333276584,"[0.9,1)","[4.81e+04,Inf)"
OLIVOLA,NA,AL,2020,nylq,0.46530362649369683,"[0,0.5)","[0,1.76e+04)"
OLIVOLA,NA,AL,2020,nylq,0.4433048432180978,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLIVOLA,NA,AL,2020,nylq,0.09139153028820535,"[0.9,1)","[4.81e+04,Inf)"
OLLASTRA,NA,OR,2020,Z30A,0.6327806128848665,"[0,0.5)","[0,1.76e+04)"
OLLASTRA,NA,OR,2020,Z30A,0.32823414613173385,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLLASTRA,NA,OR,2020,Z30A,0.038985240983399616,"[0.9,1)","[4.81e+04,Inf)"
OLLOLAI,NA,NU,2020,kQYH,0.7120298507598796,"[0,0.5)","[0,1.76e+04)"
OLLOLAI,NA,NU,2020,kQYH,0.2603256986792931,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLLOLAI,NA,NU,2020,kQYH,0.027644450560827316,"[0.9,1)","[4.81e+04,Inf)"
OLLOMONT,NA,AO,2020,vB5m,0.4965945518850986,"[0,0.5)","[0,1.76e+04)"
OLLOMONT,NA,AO,2020,vB5m,0.39958989256880406,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLLOMONT,NA,AO,2020,vB5m,0.10381555554609734,"[0.9,1)","[4.81e+04,Inf)"
OLMEDO,NA,SS,2020,CvWl,0.572835439842142,"[0,0.5)","[0,1.76e+04)"
OLMEDO,NA,SS,2020,CvWl,0.3700861687592384,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLMEDO,NA,SS,2020,CvWl,0.05707839139861959,"[0.9,1)","[4.81e+04,Inf)"
OLMENETA,NA,CR,2020,QwaA,0.4433728415866178,"[0,0.5)","[0,1.76e+04)"
OLMENETA,NA,CR,2020,QwaA,0.48551863302997367,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLMENETA,NA,CR,2020,QwaA,0.0711085253834085,"[0.9,1)","[4.81e+04,Inf)"
OLMO AL BREMBO,NA,BG,2020,oFSl,0.504281781289099,"[0,0.5)","[0,1.76e+04)"
OLMO AL BREMBO,NA,BG,2020,oFSl,0.44301939394775125,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLMO AL BREMBO,NA,BG,2020,oFSl,0.0526988247631498,"[0.9,1)","[4.81e+04,Inf)"
OLMO GENTILE,NA,AT,2020,G64U,0.6826486020564713,"[0,0.5)","[0,1.76e+04)"
OLMO GENTILE,NA,AT,2020,G64U,0.29151745162695575,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLMO GENTILE,NA,AT,2020,G64U,0.025833946316572987,"[0.9,1)","[4.81e+04,Inf)"
OLTRE IL COLLE,NA,BG,2020,4NTO,0.5752835638975027,"[0,0.5)","[0,1.76e+04)"
OLTRE IL COLLE,NA,BG,2020,4NTO,0.3772207454535589,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLTRE IL COLLE,NA,BG,2020,4NTO,0.04749569064893844,"[0.9,1)","[4.81e+04,Inf)"
OLTRESSENDA ALTA,NA,BG,2020,qvZ3,0.506227509099499,"[0,0.5)","[0,1.76e+04)"
OLTRESSENDA ALTA,NA,BG,2020,qvZ3,0.46884499884065,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLTRESSENDA ALTA,NA,BG,2020,qvZ3,0.02492749205985101,"[0.9,1)","[4.81e+04,Inf)"
OLTRONA DI SAN MAMETTE,NA,CO,2020,aQxt,0.40431156103454313,"[0,0.5)","[0,1.76e+04)"
OLTRONA DI SAN MAMETTE,NA,CO,2020,aQxt,0.48838914566225955,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLTRONA DI SAN MAMETTE,NA,CO,2020,aQxt,0.10729929330319732,"[0.9,1)","[4.81e+04,Inf)"
OLZAI,NA,NU,2020,3T8y,0.6575260637528191,"[0,0.5)","[0,1.76e+04)"
OLZAI,NA,NU,2020,3T8y,0.31382062686877565,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OLZAI,NA,NU,2020,3T8y,0.028653309378405267,"[0.9,1)","[4.81e+04,Inf)"
OME,NA,BS,2020,pigk,0.47433564334367895,"[0,0.5)","[0,1.76e+04)"
OME,NA,BS,2020,pigk,0.43348945324919064,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OME,NA,BS,2020,pigk,0.09217490340713042,"[0.9,1)","[4.81e+04,Inf)"
OMEGNA,NA,VB,2020,Ixr0,0.4515707260905851,"[0,0.5)","[0,1.76e+04)"
OMEGNA,NA,VB,2020,Ixr0,0.45691358561475687,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OMEGNA,NA,VB,2020,Ixr0,0.09151568829465806,"[0.9,1)","[4.81e+04,Inf)"
OMIGNANO,NA,SA,2020,YBWi,0.7266791881715094,"[0,0.5)","[0,1.76e+04)"
OMIGNANO,NA,SA,2020,YBWi,0.23753902862688148,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OMIGNANO,NA,SA,2020,YBWi,0.035781783201609074,"[0.9,1)","[4.81e+04,Inf)"
ONANI,NA,NU,2020,Dzaf,0.815793851927963,"[0,0.5)","[0,1.76e+04)"
ONANI,NA,NU,2020,Dzaf,0.17437315812455245,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONANI,NA,NU,2020,Dzaf,0.009832989947484494,"[0.9,1)","[4.81e+04,Inf)"
ONANO,NA,VT,2020,oDja,0.6546338764855681,"[0,0.5)","[0,1.76e+04)"
ONANO,NA,VT,2020,oDja,0.31480251013582394,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONANO,NA,VT,2020,oDja,0.030563613378607912,"[0.9,1)","[4.81e+04,Inf)"
ONCINO,NA,CN,2020,sJL8,0.6274161741637894,"[0,0.5)","[0,1.76e+04)"
ONCINO,NA,CN,2020,sJL8,0.3288648397620104,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONCINO,NA,CN,2020,sJL8,0.04371898607420022,"[0.9,1)","[4.81e+04,Inf)"
ONETA,NA,BG,2020,Jc4a,0.49407336911948735,"[0,0.5)","[0,1.76e+04)"
ONETA,NA,BG,2020,Jc4a,0.4472055595822983,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONETA,NA,BG,2020,Jc4a,0.058721071298214356,"[0.9,1)","[4.81e+04,Inf)"
ONIFAI,NA,NU,2020,ml7h,0.7136684949154838,"[0,0.5)","[0,1.76e+04)"
ONIFAI,NA,NU,2020,ml7h,0.26250144978201717,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONIFAI,NA,NU,2020,ml7h,0.023830055302499042,"[0.9,1)","[4.81e+04,Inf)"
ONIFERI,NA,NU,2020,5shn,0.648532926070181,"[0,0.5)","[0,1.76e+04)"
ONIFERI,NA,NU,2020,5shn,0.31233247953331855,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONIFERI,NA,NU,2020,5shn,0.039134594396500466,"[0.9,1)","[4.81e+04,Inf)"
ONO SAN PIETRO,NA,BS,2020,sun8,0.4761211119434277,"[0,0.5)","[0,1.76e+04)"
ONO SAN PIETRO,NA,BS,2020,sun8,0.4604728688716316,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONO SAN PIETRO,NA,BS,2020,sun8,0.06340601918494071,"[0.9,1)","[4.81e+04,Inf)"
ONORE,NA,BG,2020,t2ay,0.507618689972924,"[0,0.5)","[0,1.76e+04)"
ONORE,NA,BG,2020,t2ay,0.40935868116248586,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONORE,NA,BG,2020,t2ay,0.08302262886459011,"[0.9,1)","[4.81e+04,Inf)"
ONZO,NA,SV,2020,KBl5,0.6220346722195284,"[0,0.5)","[0,1.76e+04)"
ONZO,NA,SV,2020,KBl5,0.3399372559519398,"[0.5,0.9)","[1.76e+04,4.81e+04)"
ONZO,NA,SV,2020,KBl5,0.03802807182853185,"[0.9,1)","[4.81e+04,Inf)"
OPERA,NA,MI,2020,Se9I,0.36729572252183684,"[0,0.5)","[0,1.76e+04)"
OPERA,NA,MI,2020,Se9I,0.47541120878585663,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OPERA,NA,MI,2020,Se9I,0.15729306869230653,"[0.9,1)","[4.81e+04,Inf)"
OPI,NA,AQ,2020,eHlw,0.6671552537623779,"[0,0.5)","[0,1.76e+04)"
OPI,NA,AQ,2020,eHlw,0.28993819196038717,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OPI,NA,AQ,2020,eHlw,0.04290655427723489,"[0.9,1)","[4.81e+04,Inf)"
OPPEANO,NA,VR,2020,Hb1v,0.5100128404098069,"[0,0.5)","[0,1.76e+04)"
OPPEANO,NA,VR,2020,Hb1v,0.422644476609764,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OPPEANO,NA,VR,2020,Hb1v,0.06734268298042911,"[0.9,1)","[4.81e+04,Inf)"
OPPIDO LUCANO,NA,PZ,2020,Q8c3,0.6309059186391108,"[0,0.5)","[0,1.76e+04)"
OPPIDO LUCANO,NA,PZ,2020,Q8c3,0.32150167214408687,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OPPIDO LUCANO,NA,PZ,2020,Q8c3,0.0475924092168023,"[0.9,1)","[4.81e+04,Inf)"
OPPIDO MAMERTINA,NA,RC,2020,3TjM,0.7647992649697715,"[0,0.5)","[0,1.76e+04)"
OPPIDO MAMERTINA,NA,RC,2020,3TjM,0.20546417683528995,"[0.5,0.9)","[1.76e+04,4.81e+04)"
OPPIDO MAMERTINA,NA,RC,2020,3TjM,0.02973655819493859,"[0.9,1)","[4.81e+04,Inf)"
ORANI,NA,NU,2020,IxTH,0.5996416237067483,"[0,0.5)","[0,1.76e+04)"
ORANI,NA,NU,2020,IxTH,0.3531607706145524,"[0.5,0.9)","[1.76e+04,4.81e+04)"
